OrderID,Date,StoreID,ProductID,SupplierID,Qty,Sales,ShipDays,Status
32120,2025-10-03,288,2125,343,18,712.63,6,In Transit
32121,2025-07-10,176,723,69,3,337.87,6,Delayed
32122,2025-03-22,15,1153,78,11,362.95,9,In Transit
32123,2025-11-07,190,1623,479,6,32.98,8,Delivered
32124,2024-04-09,96,2135,321,9,735.97,8,Delivered
32125,2024-03-10,118,1953,453,12,822.85,7,Delivered
32126,2025-03-09,268,998,249,13,551.59,1,Delivered
32127,2024-08-30,191,106,226,3,176.31,2,In Transit
32128,2024-07-14,294,883,290,18,797.97,1,In Transit
32129,2025-06-03,283,1132,275,3,346.96,6,Delayed
32130,2024-07-26,9,196,278,12,861.65,6,Delayed
32131,2024-09-24,297,1074,182,4,386.08,10,Delivered
32132,2024-07-07,206,2016,48,18,2088.04,8,In Transit
32133,2025-10-31,25,33,25,8,190.98,1,Delayed
32134,2024-03-19,1,578,13,19,1645.73,10,Delayed
32135,2024-05-28,69,719,38,12,826.66,8,Delayed
32136,2024-05-13,256,271,166,10,525.84,5,In Transit
32137,2024-09-11,86,1220,436,18,823.15,9,Delivered
32138,2024-07-31,152,463,105,13,219.44,3,Delivered
32139,2025-09-07,119,416,436,20,1527.68,6,Delayed
32140,2025-03-01,286,1857,297,19,1808.28,10,In Transit
32141,2024-11-15,100,331,100,9,383.46,6,In Transit
32142,2024-10-26,109,416,456,3,71.76,8,Delayed
32143,2025-02-21,167,381,317,4,247.58,3,In Transit
32144,2024-04-12,272,1420,23,17,1613.86,2,Delayed
32145,2024-04-30,231,2041,432,1,117.41,2,Delivered
32146,2024-04-03,245,364,469,19,625.11,1,In Transit
32147,2024-11-15,299,1076,183,11,390.03,4,Delayed
32148,2024-07-25,111,581,351,6,630.45,4,In Transit
32149,2024-08-18,243,473,346,6,625.56,5,In Transit
32150,2024-12-31,104,2079,268,10,446.57,10,In Transit
32151,2025-01-24,205,148,120,6,67.64,10,Delayed
32152,2024-02-11,113,1957,367,3,41.11,6,Delivered
32153,2024-03-10,194,1547,63,11,1028.7,4,Delayed
32154,2024-10-21,105,41,252,11,1054.73,7,Delivered
32155,2025-08-04,294,127,205,15,1104.8,1,In Transit
32156,2024-05-16,99,638,349,17,1298.38,1,Delayed
32157,2025-08-04,239,306,328,2,28.69,9,In Transit
32158,2024-12-24,50,2440,161,17,717.21,2,In Transit
32159,2024-06-03,189,1297,308,17,1831.25,9,Delayed
32160,2025-08-26,88,1964,382,11,1020.6,1,Delivered
32161,2025-11-25,178,1061,385,4,204.29,2,Delivered
32162,2024-11-23,299,445,91,1,64.52,9,Delivered
32163,2025-06-26,172,1704,258,9,1006.91,8,Delayed
32164,2024-09-06,117,424,257,3,179.99,10,Delayed
32165,2024-08-24,91,1162,128,1,47.0,10,Delivered
32166,2024-05-27,44,1462,181,17,1362.1,1,Delivered
32167,2024-09-14,266,1603,332,15,1573.79,8,Delayed
32168,2025-06-04,115,823,221,10,131.32,8,In Transit
32169,2025-07-08,68,1365,105,13,80.48,5,Delivered
32170,2024-08-06,264,154,155,3,47.19,1,Delayed
32171,2024-08-14,296,63,143,17,1379.54,1,Delivered
32172,2024-11-09,3,1413,27,5,486.26,8,In Transit
32173,2024-07-25,179,999,309,7,192.78,10,In Transit
32174,2025-03-24,37,1559,315,6,708.26,10,Delivered
32175,2025-05-22,292,641,61,13,908.73,10,Delivered
32176,2024-02-14,244,1736,286,15,1368.38,10,Delayed
32177,2024-02-24,276,1992,73,17,694.52,10,Delayed
32178,2024-05-02,141,2158,201,1,28.69,6,Delivered
32179,2024-12-05,272,673,386,14,740.57,1,In Transit
32180,2024-12-03,15,1555,363,18,2128.68,3,In Transit
32181,2025-03-03,204,1444,124,19,311.79,9,In Transit
32182,2025-07-13,130,524,407,13,1547.14,10,Delayed
32183,2025-06-16,162,1321,192,10,835.16,10,Delayed
32184,2025-11-28,167,1159,348,17,1898.82,4,Delayed
32185,2025-10-15,217,1963,176,18,246.9,7,Delivered
32186,2024-03-27,45,2015,181,16,309.57,7,Delivered
32187,2024-12-09,68,2315,433,14,634.38,6,In Transit
32188,2024-09-21,46,2477,213,1,68.58,10,Delivered
32189,2025-02-27,79,1590,392,7,271.6,1,Delivered
32190,2024-11-13,183,616,172,20,1571.48,8,In Transit
32191,2024-12-23,93,16,455,7,742.97,5,Delivered
32192,2025-05-03,244,1609,82,9,712.84,6,Delayed
32193,2025-12-12,193,2467,231,1,94.64,1,Delivered
32194,2025-12-30,25,1192,169,13,486.44,9,In Transit
32195,2025-08-14,156,2209,127,19,202.88,7,In Transit
32196,2025-10-17,209,1231,174,8,620.01,3,Delivered
32197,2024-01-18,182,2057,446,20,1260.04,2,In Transit
32198,2024-07-24,44,1960,13,4,109.88,7,Delayed
32199,2024-07-19,77,1754,106,3,236.88,1,In Transit
32200,2024-08-09,249,1145,78,17,1854.7,3,Delayed
32201,2024-01-01,244,1559,167,3,235.7,4,In Transit
32202,2025-07-02,214,344,364,7,161.82,4,Delayed
32203,2025-05-21,6,704,220,3,141.76,1,In Transit
32204,2025-12-02,236,1566,37,6,372.97,5,In Transit
32205,2025-07-13,169,782,31,7,394.27,4,In Transit
32206,2025-06-18,47,1699,224,17,1598.46,4,In Transit
32207,2024-04-11,131,846,52,17,950.6,5,Delayed
32208,2024-12-10,79,1603,499,7,756.61,10,Delivered
32209,2024-04-06,185,2059,332,15,818.25,3,In Transit
32210,2024-04-09,234,800,428,20,1029.79,2,Delayed
32211,2025-02-17,30,2215,220,20,2247.27,4,Delayed
32212,2024-05-24,223,913,280,20,2295.82,7,Delivered
32213,2024-04-11,175,230,108,10,509.39,8,Delayed
32214,2025-10-20,159,958,489,5,96.05,7,Delivered
32215,2024-07-28,273,2365,265,17,1959.62,8,Delivered
32216,2025-07-05,212,2022,57,2,26.98,1,Delayed
32217,2025-04-01,204,1502,461,9,708.11,2,Delivered
32218,2025-04-16,105,1662,265,13,884.62,5,Delivered
32219,2024-07-31,41,837,499,15,1621.17,10,In Transit
32220,2025-11-15,206,664,129,7,640.5,4,Delivered
32221,2024-02-01,42,2487,491,7,149.11,5,Delivered
32222,2025-05-15,187,954,23,12,1367.19,6,Delivered
32223,2025-09-19,7,2458,299,18,1398.99,2,In Transit
32224,2024-10-20,159,2042,461,14,1506.59,4,In Transit
32225,2024-01-17,294,2296,265,5,329.08,1,Delivered
32226,2024-04-01,25,2468,413,10,160.24,3,Delivered
32227,2025-07-29,146,526,124,13,951.42,4,Delayed
32228,2025-04-12,11,1929,306,16,1606.04,1,Delivered
32229,2025-09-08,246,7,95,6,60.97,4,Delivered
32230,2025-02-05,13,1025,19,4,136.1,4,Delayed
32231,2024-01-23,155,1945,364,1,53.82,9,In Transit
32232,2025-04-25,261,509,163,18,1166.65,8,Delayed
32233,2024-05-29,211,1460,138,3,131.28,8,In Transit
32234,2025-02-03,80,94,397,9,832.89,8,Delayed
32235,2025-05-05,55,1761,389,11,1219.19,4,In Transit
32236,2024-12-18,198,1556,116,17,1584.72,9,In Transit
32237,2024-03-01,280,1263,59,8,597.75,5,Delivered
32238,2024-04-02,234,2420,101,2,168.67,7,Delayed
32239,2024-11-11,25,12,26,7,179.56,4,Delayed
32240,2024-10-28,64,1739,84,20,551.98,8,In Transit
32241,2024-04-22,203,535,271,8,198.96,10,Delayed
32242,2025-11-20,98,581,85,4,380.34,9,Delayed
32243,2025-05-04,247,2321,240,16,1455.07,8,Delayed
32244,2025-05-26,104,1065,75,5,290.91,10,Delivered
32245,2025-09-29,119,2079,254,12,1084.76,9,Delayed
32246,2025-10-27,115,2315,198,4,94.42,5,Delivered
32247,2024-03-15,297,1124,410,10,996.55,4,Delayed
32248,2024-04-14,32,592,266,17,396.6,9,Delivered
32249,2024-01-05,5,530,217,1,100.72,7,In Transit
32250,2025-04-04,174,547,100,9,481.19,9,In Transit
32251,2024-12-16,133,1965,115,3,269.31,2,Delivered
32252,2025-01-11,167,2180,266,7,56.96,3,Delivered
32253,2024-07-04,84,174,65,7,156.84,10,Delivered
32254,2025-10-06,81,2302,453,10,185.28,5,In Transit
32255,2024-10-30,180,318,347,1,63.62,6,In Transit
32256,2025-12-21,171,2487,466,10,1196.08,5,In Transit
32257,2024-04-14,235,2185,102,6,185.31,4,Delayed
32258,2024-09-07,89,1513,453,19,950.26,10,In Transit
32259,2025-04-13,18,644,128,19,109.52,8,In Transit
32260,2025-04-04,205,2288,50,19,2143.19,7,In Transit
32261,2025-08-14,260,524,177,6,68.52,3,In Transit
32262,2025-04-10,126,206,353,18,136.28,10,Delivered
32263,2025-03-07,81,2431,297,7,785.51,7,In Transit
32264,2025-03-18,290,523,241,16,1275.26,4,Delayed
32265,2024-06-06,150,342,62,8,198.39,9,Delivered
32266,2025-11-30,264,704,386,1,68.96,9,Delayed
32267,2024-10-23,122,2327,490,6,185.46,8,Delayed
32268,2024-01-26,221,1060,41,19,1921.43,2,Delayed
32269,2024-12-09,113,178,426,3,209.04,3,In Transit
32270,2025-01-11,178,1349,288,2,198.91,2,Delivered
32271,2025-01-03,77,293,33,12,382.32,5,Delayed
32272,2025-05-01,54,2266,430,7,611.55,9,In Transit
32273,2024-06-02,125,1130,138,17,1346.0,8,Delivered
32274,2024-04-20,226,1644,194,17,1320.97,4,Delayed
32275,2024-07-17,122,506,245,16,778.45,10,Delayed
32276,2025-06-18,105,1642,13,14,644.24,8,Delayed
32277,2024-04-13,114,2390,472,9,297.57,9,Delayed
32278,2025-03-28,124,99,5,16,1294.82,4,Delivered
32279,2025-03-09,292,2351,406,14,405.4,10,Delivered
32280,2025-08-14,290,1363,27,20,294.17,3,Delayed
32281,2024-07-08,287,1713,332,7,121.91,4,Delayed
32282,2024-12-14,151,2382,150,17,1952.72,10,Delivered
32283,2025-10-21,41,165,49,17,303.49,7,Delivered
32284,2025-06-16,272,328,476,15,1564.85,6,Delayed
32285,2024-10-02,119,321,153,8,804.8,4,In Transit
32286,2025-03-07,32,2311,279,7,71.74,1,Delayed
32287,2025-06-17,181,765,286,11,548.23,1,Delayed
32288,2024-04-13,237,516,244,1,55.21,2,In Transit
32289,2024-11-23,288,1870,243,11,305.43,3,In Transit
32290,2025-02-06,136,1492,471,12,980.6,6,In Transit
32291,2024-09-08,24,2021,362,8,916.25,10,Delayed
32292,2025-03-10,19,1257,493,5,47.52,5,Delivered
32293,2025-02-28,78,2091,334,6,633.84,6,Delivered
32294,2024-08-04,217,1603,330,3,237.22,9,Delivered
32295,2024-03-05,296,710,409,10,642.32,4,In Transit
32296,2025-07-26,100,2457,220,6,606.31,2,In Transit
32297,2025-09-21,105,1172,85,4,172.0,4,Delivered
32298,2024-07-06,91,1418,237,3,122.91,3,Delivered
32299,2025-11-10,299,199,426,18,860.22,3,In Transit
32300,2025-07-09,187,1743,201,7,780.13,9,Delayed
32301,2025-10-15,8,1359,135,15,868.26,10,Delayed
32302,2025-04-21,15,1049,72,18,1469.82,4,In Transit
32303,2025-11-28,18,1380,275,18,1904.34,9,In Transit
32304,2024-02-22,297,1593,428,5,200.83,9,Delivered
32305,2025-06-10,21,1229,339,5,322.93,3,Delayed
32306,2025-03-26,226,934,279,7,784.29,3,In Transit
32307,2024-09-10,59,457,113,18,654.65,1,Delayed
32308,2024-04-23,291,989,185,14,1276.81,6,In Transit
32309,2024-02-29,169,934,494,2,85.96,4,In Transit
32310,2024-12-24,71,1028,296,16,967.03,2,Delayed
32311,2025-12-03,71,2455,288,1,111.61,9,Delayed
32312,2024-03-02,249,1566,127,9,1046.11,4,In Transit
32313,2024-06-07,222,360,197,5,192.83,6,Delivered
32314,2025-12-23,266,87,183,11,771.92,2,Delayed
32315,2024-09-14,166,608,500,6,293.9,10,In Transit
32316,2024-03-07,56,1183,122,10,281.41,5,In Transit
32317,2024-01-29,155,2367,216,6,176.33,2,Delayed
32318,2024-11-04,198,778,104,20,1970.72,2,Delivered
32319,2025-11-05,231,216,462,5,40.56,2,Delivered
32320,2025-07-29,99,1063,316,16,1461.66,2,In Transit
32321,2024-07-15,223,1128,455,9,569.53,9,Delivered
32322,2025-10-04,92,1342,73,13,318.46,6,Delayed
32323,2025-01-28,288,1083,80,2,57.54,3,Delayed
32324,2025-05-31,4,1894,130,8,211.48,3,Delayed
32325,2025-03-18,268,232,209,4,112.82,4,In Transit
32326,2024-03-22,273,98,230,20,571.21,10,In Transit
32327,2025-10-16,192,61,275,13,1433.08,9,Delayed
32328,2025-08-30,20,1304,472,18,2150.89,9,In Transit
32329,2025-01-20,229,1415,360,18,2024.73,3,In Transit
32330,2025-03-11,288,1796,271,16,105.54,4,Delivered
32331,2025-10-28,213,1075,396,15,1597.08,2,Delayed
32332,2024-04-16,238,90,92,2,12.58,9,Delayed
32333,2024-03-15,265,442,110,11,1082.35,5,Delivered
32334,2024-11-06,269,1750,300,1,82.88,2,In Transit
32335,2024-10-24,111,2052,144,13,1465.47,7,In Transit
32336,2025-09-15,115,224,103,15,328.44,1,Delayed
32337,2024-07-07,119,2254,292,20,1453.24,9,Delivered
32338,2024-12-11,18,726,10,3,23.45,4,In Transit
32339,2025-09-18,93,367,445,10,1132.85,8,In Transit
32340,2025-07-31,198,1640,324,7,303.82,7,Delivered
32341,2024-11-26,67,406,289,8,457.73,9,In Transit
32342,2024-05-17,107,2267,105,1,83.78,3,Delayed
32343,2024-01-05,286,1185,142,12,1196.33,9,In Transit
32344,2025-08-17,252,2415,190,1,118.0,2,Delayed
32345,2025-03-22,58,2480,86,12,784.64,9,Delayed
32346,2025-11-17,107,1874,446,14,953.71,8,Delivered
32347,2025-11-10,72,1601,73,12,1252.96,3,Delayed
32348,2025-08-02,261,1000,327,5,378.53,10,In Transit
32349,2024-09-18,172,800,97,5,206.2,7,Delivered
32350,2025-01-11,239,870,484,8,650.6,2,Delivered
32351,2025-04-24,35,1169,62,19,1922.94,4,Delayed
32352,2025-03-04,256,1209,494,4,373.69,1,Delivered
32353,2024-01-07,280,968,85,2,174.8,2,Delivered
32354,2024-08-10,48,1263,293,14,1466.3,4,Delivered
32355,2025-05-03,33,1208,485,17,1888.75,2,In Transit
32356,2024-10-22,86,1,322,13,1330.85,9,Delayed
32357,2025-11-17,190,1802,308,15,1067.59,7,Delayed
32358,2025-05-17,246,722,388,3,28.45,7,Delivered
32359,2025-02-25,76,1028,136,6,242.1,5,Delayed
32360,2025-12-17,138,80,357,18,1477.85,1,In Transit
32361,2024-06-02,5,782,63,16,113.16,5,Delayed
32362,2025-06-30,120,1018,210,1,52.26,2,Delayed
32363,2025-09-12,87,101,201,18,840.52,2,In Transit
32364,2025-03-22,19,1105,81,3,184.71,9,Delayed
32365,2025-05-31,250,952,348,1,45.18,6,In Transit
32366,2025-01-30,58,2191,434,4,359.13,10,Delivered
32367,2025-07-03,269,2025,146,9,102.59,10,In Transit
32368,2025-03-09,232,1658,71,2,108.07,2,Delivered
32369,2025-12-24,267,2056,475,14,913.92,6,Delayed
32370,2025-08-13,155,1448,128,14,370.61,4,In Transit
32371,2025-09-29,164,1202,260,3,359.89,9,In Transit
32372,2025-10-24,55,879,407,10,513.12,2,Delayed
32373,2024-07-25,230,2204,3,3,111.0,7,Delivered
32374,2025-02-12,279,983,450,10,559.56,4,Delayed
32375,2024-07-09,124,1959,102,13,292.45,5,Delayed
32376,2025-11-14,274,2433,178,12,1223.52,7,In Transit
32377,2024-06-05,212,1560,106,14,767.35,2,In Transit
32378,2025-07-15,169,2311,113,15,1793.74,1,In Transit
32379,2024-05-05,117,701,53,20,2028.12,2,In Transit
32380,2024-06-30,134,995,293,8,446.31,2,Delivered
32381,2024-11-10,137,1438,133,12,1200.67,8,Delayed
32382,2025-06-14,227,1629,382,15,131.51,7,Delivered
32383,2025-11-29,122,273,59,2,113.86,6,In Transit
32384,2024-04-05,131,1948,163,9,433.18,2,Delivered
32385,2025-11-30,200,2314,54,17,369.3,4,In Transit
32386,2025-03-18,42,1575,243,20,792.97,6,Delivered
32387,2024-02-07,107,785,319,12,828.61,3,Delivered
32388,2025-09-07,202,930,220,5,489.76,6,Delayed
32389,2024-02-22,30,1837,254,12,513.98,3,In Transit
32390,2025-02-16,26,2496,366,10,143.76,9,Delayed
32391,2025-05-05,265,406,312,9,1018.21,8,Delayed
32392,2024-03-20,263,859,279,17,170.42,6,In Transit
32393,2024-09-18,86,1931,313,14,923.16,7,Delayed
32394,2024-12-05,231,233,407,17,434.03,1,In Transit
32395,2024-06-06,236,2392,183,3,207.54,4,Delayed
32396,2024-11-30,209,1607,404,6,424.53,9,In Transit
32397,2025-05-14,114,2193,28,5,513.36,5,Delayed
32398,2025-02-17,226,831,261,4,376.68,7,In Transit
32399,2025-04-21,23,38,34,2,87.48,9,Delivered
32400,2025-03-07,137,2141,467,11,1149.33,2,Delivered
32401,2025-02-08,68,2409,83,1,74.06,7,In Transit
32402,2025-02-26,31,35,388,2,25.23,9,Delayed
32403,2024-04-22,58,581,121,20,998.13,6,In Transit
32404,2024-08-06,145,1783,191,17,1247.54,3,In Transit
32405,2025-09-21,20,1683,480,8,387.89,5,Delivered
32406,2025-04-16,96,110,227,3,68.2,4,In Transit
32407,2025-06-20,270,2402,260,12,561.76,1,In Transit
32408,2025-07-31,54,1541,279,7,88.34,7,Delayed
32409,2025-08-13,27,870,345,11,384.26,1,Delayed
32410,2024-12-16,23,942,262,3,340.42,8,Delayed
32411,2024-11-13,211,2251,138,2,209.98,4,Delivered
32412,2024-08-17,89,1716,447,8,525.96,5,Delayed
32413,2025-02-17,64,964,278,19,1034.03,6,In Transit
32414,2024-07-18,298,355,213,8,954.11,10,Delayed
32415,2025-04-10,46,686,1,9,942.26,9,In Transit
32416,2025-11-17,286,1786,109,17,1605.15,2,In Transit
32417,2024-04-25,90,2459,493,14,1588.43,8,Delayed
32418,2024-04-14,188,230,370,18,855.75,9,In Transit
32419,2024-04-17,128,2009,121,16,167.87,6,In Transit
32420,2025-12-22,172,1529,19,13,467.32,6,Delivered
32421,2025-08-15,185,1155,133,7,702.34,6,Delayed
32422,2024-12-13,252,767,191,6,588.08,6,Delivered
32423,2025-06-09,149,1975,225,13,1412.94,5,In Transit
32424,2024-03-27,59,1616,97,14,496.32,7,In Transit
32425,2025-11-04,271,407,298,15,119.64,7,Delayed
32426,2024-10-30,276,1846,27,18,1551.74,2,In Transit
32427,2024-04-29,296,2496,418,19,374.84,2,Delayed
32428,2024-07-22,209,2360,495,3,156.41,10,Delivered
32429,2024-05-01,260,1857,382,12,469.49,6,Delivered
32430,2024-06-17,82,2317,485,20,824.08,4,Delayed
32431,2025-08-15,165,584,484,10,1121.93,3,Delayed
32432,2024-07-19,1,360,128,14,446.25,9,In Transit
32433,2025-10-10,172,1683,431,14,1317.11,10,Delayed
32434,2024-02-12,93,892,158,3,35.68,7,Delayed
32435,2025-08-09,92,412,300,9,273.66,10,Delayed
32436,2025-05-20,43,39,389,20,367.64,9,Delivered
32437,2025-06-05,230,893,208,7,228.27,5,In Transit
32438,2025-07-04,146,770,427,10,367.91,7,Delayed
32439,2025-09-18,68,420,493,11,1023.26,3,Delivered
32440,2024-10-17,163,741,412,13,164.19,4,Delayed
32441,2024-08-20,154,1781,99,14,1624.36,1,Delivered
32442,2025-06-13,79,1003,364,20,2321.36,3,Delayed
32443,2024-12-17,51,2460,162,20,811.75,10,In Transit
32444,2024-01-20,294,2281,20,1,42.7,2,In Transit
32445,2025-01-25,148,323,123,9,528.54,9,Delivered
32446,2024-06-13,30,1038,189,10,130.89,1,Delivered
32447,2024-01-07,58,2482,271,2,202.21,8,Delayed
32448,2025-10-01,19,477,291,10,654.34,8,Delayed
32449,2025-03-31,169,2482,143,5,68.98,4,Delivered
32450,2024-07-31,96,1864,33,16,609.23,8,Delayed
32451,2025-10-19,292,1571,264,1,69.08,9,Delayed
32452,2024-05-24,219,2317,315,11,71.32,3,In Transit
32453,2025-02-27,17,1770,463,19,1011.91,9,In Transit
32454,2024-05-27,215,585,144,18,399.27,2,Delayed
32455,2025-02-20,141,1723,262,16,1337.75,10,Delayed
32456,2024-06-11,164,1677,23,19,1418.53,3,In Transit
32457,2024-12-16,28,1508,128,11,857.3,5,Delayed
32458,2025-04-12,64,1276,173,11,1220.81,10,In Transit
32459,2025-06-13,58,1107,473,18,2117.27,10,Delivered
32460,2024-12-17,100,1255,108,8,98.44,1,Delayed
32461,2025-06-01,201,2038,410,2,151.57,6,Delayed
32462,2024-05-27,74,768,427,1,55.79,9,Delivered
32463,2024-02-08,39,2304,350,6,244.81,9,Delayed
32464,2025-06-12,202,1962,384,20,348.1,5,Delivered
32465,2024-11-03,278,2222,126,15,1548.77,10,Delivered
32466,2024-04-08,160,1336,187,17,1248.15,4,Delivered
32467,2025-05-12,44,2341,452,11,846.07,6,In Transit
32468,2025-07-31,157,1789,439,19,1357.27,9,Delayed
32469,2024-08-06,132,156,457,19,1665.7,1,In Transit
32470,2025-07-05,250,1878,286,7,608.15,6,In Transit
32471,2025-11-24,210,1443,305,9,511.0,2,Delayed
32472,2025-09-01,205,805,193,1,48.76,9,In Transit
32473,2025-02-13,84,1447,228,9,293.11,5,Delayed
32474,2025-08-25,56,2001,102,14,1155.57,9,Delayed
32475,2025-08-05,178,804,180,15,178.33,10,In Transit
32476,2025-07-21,138,530,385,4,29.77,3,In Transit
32477,2025-01-22,130,166,196,8,898.73,6,Delayed
32478,2025-02-06,95,1923,130,6,466.53,8,Delivered
32479,2025-05-17,284,1964,236,11,360.34,8,In Transit
32480,2024-11-30,226,2156,192,9,516.94,7,Delayed
32481,2025-05-09,235,2411,220,19,1560.66,4,Delivered
32482,2025-11-29,208,2360,426,3,24.16,7,In Transit
32483,2025-10-03,4,1726,36,15,1012.07,5,In Transit
32484,2024-08-11,194,242,185,4,298.21,9,Delivered
32485,2024-11-20,124,2350,56,15,1229.65,1,In Transit
32486,2025-08-13,247,297,422,19,1992.98,1,Delayed
32487,2024-10-14,262,972,268,17,1760.74,7,In Transit
32488,2025-01-21,14,961,166,7,830.25,2,Delivered
32489,2025-10-04,138,609,154,15,573.74,2,In Transit
32490,2025-07-15,92,1950,113,19,1333.58,6,In Transit
32491,2024-08-31,203,1826,418,7,76.07,10,Delivered
32492,2024-08-13,296,115,71,9,272.72,5,Delayed
32493,2024-10-28,299,2169,217,4,372.76,10,In Transit
32494,2024-09-18,75,392,219,6,133.81,2,Delivered
32495,2025-03-20,253,1969,36,1,13.7,9,Delivered
32496,2024-08-29,197,938,186,12,702.32,2,Delivered
32497,2024-03-04,201,615,128,1,28.21,2,Delivered
32498,2024-07-05,274,423,456,14,896.66,8,In Transit
32499,2025-08-10,86,1305,399,18,202.07,2,Delivered
32500,2024-05-06,249,2399,358,13,567.14,9,Delivered
32501,2025-05-06,232,2132,176,17,1435.85,2,Delivered
32502,2025-08-05,55,218,308,20,336.49,1,In Transit
32503,2024-06-02,41,850,25,3,255.95,3,Delayed
32504,2024-05-13,191,1640,333,12,60.73,10,In Transit
32505,2024-07-28,169,1658,111,2,215.62,3,In Transit
32506,2025-03-06,290,1923,478,10,980.86,4,Delivered
32507,2024-07-06,251,617,428,13,735.09,3,In Transit
32508,2024-02-23,11,1935,482,3,97.83,9,In Transit
32509,2025-01-13,75,1695,374,10,433.2,4,In Transit
32510,2025-08-21,251,1840,147,5,486.78,9,Delivered
32511,2024-06-06,290,809,477,17,1340.43,1,In Transit
32512,2025-10-30,206,728,356,7,467.66,10,Delivered
32513,2025-06-10,242,496,241,16,151.88,8,In Transit
32514,2025-06-26,142,963,258,7,201.67,7,Delayed
32515,2024-02-11,246,986,327,9,548.64,8,Delivered
32516,2025-03-05,130,692,159,6,275.95,9,Delivered
32517,2024-04-18,22,1113,279,16,258.11,7,In Transit
32518,2025-03-11,188,2407,2,10,608.33,8,Delayed
32519,2024-07-21,299,594,26,19,739.31,5,In Transit
32520,2025-09-01,149,1180,408,13,978.37,3,Delayed
32521,2024-06-22,267,39,154,15,627.37,5,Delivered
32522,2024-11-14,161,2337,494,11,269.6,3,Delivered
32523,2025-12-19,95,1003,373,15,408.21,9,In Transit
32524,2024-03-09,202,1850,47,16,1255.5,3,Delivered
32525,2024-04-29,83,276,252,9,582.19,8,In Transit
32526,2024-06-12,142,178,178,15,460.04,8,Delayed
32527,2024-03-28,147,96,322,1,19.96,10,Delayed
32528,2024-02-22,115,246,116,14,166.72,7,Delivered
32529,2025-10-20,218,536,199,11,818.76,9,Delayed
32530,2024-09-11,71,1945,342,16,988.42,1,In Transit
32531,2024-07-17,140,2154,65,14,800.53,8,Delayed
32532,2024-11-29,175,795,320,15,583.47,7,Delivered
32533,2025-07-19,82,2003,22,19,1881.94,1,Delayed
32534,2024-09-19,284,564,9,18,2003.52,4,Delivered
32535,2025-06-06,199,655,428,5,173.27,6,In Transit
32536,2025-11-14,116,1666,277,10,81.84,5,Delivered
32537,2024-07-20,16,1023,487,10,363.58,6,In Transit
32538,2024-03-26,190,1271,465,11,91.58,3,Delivered
32539,2025-03-19,96,1813,94,15,270.33,8,Delayed
32540,2024-11-14,264,1526,87,11,387.05,5,In Transit
32541,2025-01-01,228,1074,21,3,149.4,5,Delivered
32542,2024-10-08,180,1889,175,10,452.05,4,Delayed
32543,2024-10-26,134,2229,167,20,499.19,4,Delivered
32544,2025-11-13,222,1157,212,19,1524.49,5,Delivered
32545,2024-11-10,16,799,1,13,1041.73,10,Delivered
32546,2025-05-06,227,1747,442,18,1066.76,3,Delivered
32547,2025-09-02,268,448,142,11,426.92,1,In Transit
32548,2024-07-08,153,2146,409,4,259.73,7,In Transit
32549,2024-06-12,261,1692,89,14,1587.64,2,Delivered
32550,2024-07-08,148,2168,335,17,454.54,6,Delivered
32551,2025-11-05,37,211,189,16,164.69,9,Delayed
32552,2024-02-19,287,2275,29,1,48.65,10,Delayed
32553,2025-01-04,258,839,363,14,1137.21,7,Delayed
32554,2025-11-20,222,83,340,15,1021.44,6,In Transit
32555,2024-09-01,231,2132,441,7,146.41,8,Delivered
32556,2025-06-19,193,2365,137,2,212.41,7,Delayed
32557,2025-03-03,225,966,144,17,866.86,7,In Transit
32558,2024-03-22,32,2007,324,10,1181.75,2,Delayed
32559,2025-01-23,178,660,245,9,1001.78,2,Delivered
32560,2024-10-02,5,487,246,10,393.47,6,In Transit
32561,2025-02-27,160,1419,11,9,341.6,8,Delayed
32562,2025-05-01,200,214,361,19,1979.3,4,Delayed
32563,2024-11-03,176,2426,4,11,605.62,1,Delayed
32564,2024-12-03,97,2422,347,9,781.44,4,Delayed
32565,2025-10-15,241,2492,50,14,321.72,9,In Transit
32566,2025-09-13,211,289,261,15,1199.37,4,Delivered
32567,2024-09-22,161,1835,333,14,682.96,4,In Transit
32568,2025-01-14,224,615,220,2,127.93,8,In Transit
32569,2024-03-12,147,1337,113,18,695.79,1,In Transit
32570,2025-03-17,286,505,448,15,236.83,4,In Transit
32571,2024-01-13,77,483,26,11,591.05,3,Delivered
32572,2025-12-29,171,1461,433,5,385.06,2,Delayed
32573,2025-03-12,225,1315,74,3,197.39,5,Delayed
32574,2024-01-21,35,1566,156,15,613.32,8,In Transit
32575,2024-02-17,104,380,244,11,964.46,10,Delivered
32576,2025-11-20,4,684,13,7,371.7,10,In Transit
32577,2025-09-04,100,1408,225,16,1150.48,6,Delivered
32578,2025-09-05,9,1406,113,3,309.18,9,Delivered
32579,2024-09-19,93,648,33,15,981.54,7,Delayed
32580,2024-03-30,274,673,16,5,248.3,6,Delivered
32581,2025-05-13,255,1105,109,20,870.99,1,In Transit
32582,2024-05-19,240,2074,92,8,109.56,2,Delayed
32583,2024-06-11,29,1378,228,13,377.98,9,Delayed
32584,2025-01-02,232,909,128,12,1147.15,1,In Transit
32585,2024-10-04,37,1212,141,7,304.91,10,Delivered
32586,2024-07-10,102,2370,140,3,262.88,7,Delivered
