InventoryID,Date,ProductID,StoreID,WarehouseID,OpeningStock,ReceivedQty,SoldQty,ClosingStock,ReorderLevel,StockStatus,InventoryValue
INV001561,2025-08-03,2208,63,WH034,817,26,241,602,218,Normal,19516.84
INV001562,2025-08-14,1299,138,WH013,856,294,150,1000,283,Normal,16150.0
INV001563,2025-05-05,1483,119,WH030,322,383,59,646,227,Normal,10323.08
INV001564,2025-07-29,1483,41,WH023,573,258,39,792,284,Normal,18223.92
INV001565,2025-09-05,2479,118,WH029,805,214,117,902,195,Overstock,45109.02
INV001566,2025-03-06,2203,126,WH050,931,208,299,840,220,Normal,8408.4
INV001567,2025-05-14,1176,175,WH021,120,41,104,57,157,Low Stock,1783.53
INV001568,2025-03-17,2360,254,WH041,902,395,101,1196,280,Overstock,14878.24
INV001569,2025-08-21,64,86,WH008,428,134,283,279,232,Normal,15610.05
INV001570,2025-02-21,518,18,WH028,24,353,85,292,68,Overstock,2826.56
INV001571,2025-09-29,1590,217,WH023,130,205,285,50,111,Low Stock,2165.0
INV001572,2025-03-02,1380,173,WH038,623,315,55,883,234,Normal,4079.46
INV001573,2025-07-01,1839,210,WH041,460,379,223,616,124,Overstock,28299.04
INV001574,2025-12-25,552,94,WH047,784,301,260,825,71,Overstock,8934.75
INV001575,2025-01-04,2432,190,WH044,664,232,194,702,132,Overstock,19262.88
INV001576,2025-09-18,2409,144,WH050,99,118,76,141,176,Low Stock,3070.98
INV001577,2025-10-16,2121,269,WH038,520,218,146,592,132,Overstock,14373.76
INV001578,2025-04-02,587,22,WH048,903,374,107,1170,160,Overstock,37568.7
INV001579,2025-10-22,1288,51,WH023,291,84,60,315,123,Normal,5632.2
INV001580,2025-08-13,917,87,WH019,961,132,54,1039,286,Normal,16042.16
INV001581,2025-05-23,578,50,WH014,565,260,86,739,57,Overstock,27128.69
INV001582,2025-01-21,2212,276,WH013,6,250,13,243,144,Normal,3348.54
INV001583,2025-10-20,1747,228,WH034,129,232,151,210,285,Low Stock,1755.6
INV001584,2025-12-28,492,228,WH028,505,134,44,595,271,Normal,5914.3
INV001585,2025-05-23,478,182,WH006,762,113,38,837,133,Overstock,9282.33
INV001586,2025-06-21,1131,233,WH041,753,262,37,978,230,Overstock,40978.2
INV001587,2025-01-20,1776,52,WH046,813,266,162,917,98,Overstock,46583.6
INV001588,2025-12-05,146,5,WH016,140,300,192,248,273,Low Stock,14061.6
INV001589,2025-12-11,802,136,WH031,155,248,95,308,237,Normal,9489.48
INV001590,2025-03-09,814,46,WH034,877,370,109,1138,50,Overstock,30942.22
INV001591,2025-09-09,2285,107,WH046,182,19,107,94,226,Low Stock,1622.44
INV001592,2025-07-14,2392,121,WH041,357,247,271,333,218,Normal,19097.55
INV001593,2025-06-03,950,150,WH043,496,250,200,546,203,Normal,12399.66
INV001594,2025-09-04,1211,50,WH015,115,386,147,354,157,Normal,20609.88
INV001595,2025-06-16,1014,218,WH008,180,237,163,254,219,Normal,2181.86
INV001596,2025-12-23,1631,66,WH050,903,247,250,900,203,Overstock,23310.0
INV001597,2025-05-01,119,149,WH018,519,110,209,420,65,Overstock,14536.2
INV001598,2025-06-15,1072,163,WH027,400,226,217,409,152,Normal,7002.08
INV001599,2025-01-28,1100,249,WH047,224,173,23,374,128,Normal,10457.04
INV001600,2025-04-24,2345,86,WH035,211,399,56,554,292,Normal,32220.64
INV001601,2025-11-09,1351,67,WH039,552,10,10,552,255,Normal,13242.48
INV001602,2025-12-27,1366,181,WH050,784,283,32,1035,217,Overstock,5019.75
INV001603,2025-04-18,1484,275,WH013,160,274,202,232,270,Low Stock,10122.16
INV001604,2025-05-29,662,192,WH022,423,110,283,250,237,Normal,4105.0
INV001605,2025-01-07,148,11,WH049,962,269,52,1179,178,Overstock,29569.32
INV001606,2025-09-06,174,81,WH019,308,12,117,203,211,Low Stock,9500.4
INV001607,2025-05-07,139,140,WH048,126,193,205,114,83,Normal,5638.44
INV001608,2025-05-19,348,40,WH005,516,369,212,673,55,Overstock,1924.78
INV001609,2025-10-05,2478,78,WH007,753,301,200,854,99,Overstock,42896.42
INV001610,2025-06-09,1326,218,WH033,761,11,154,618,120,Overstock,17687.16
INV001611,2025-02-21,1083,296,WH031,385,149,219,315,73,Overstock,4690.35
INV001612,2025-07-28,2298,143,WH031,291,359,273,377,179,Normal,6103.63
INV001613,2025-01-09,2036,202,WH024,781,279,55,1005,165,Overstock,15075.0
INV001614,2025-01-13,1628,119,WH029,378,244,288,334,77,Overstock,13119.52
INV001615,2025-06-20,589,43,WH007,574,86,106,554,271,Normal,31378.56
INV001616,2025-10-31,1024,43,WH010,412,315,242,485,183,Normal,21310.9
INV001617,2025-10-18,953,31,WH050,505,129,210,424,129,Normal,19058.8
INV001618,2025-03-19,150,165,WH045,578,306,208,676,273,Normal,1568.32
INV001619,2025-12-20,857,288,WH032,558,255,160,653,295,Normal,26002.46
INV001620,2025-06-14,1890,248,WH033,568,378,41,905,285,Normal,7321.45
INV001621,2025-12-25,318,193,WH009,775,6,82,699,183,Normal,31727.61
INV001622,2025-03-27,809,225,WH008,39,217,253,3,93,Low Stock,114.96
INV001623,2025-09-26,1996,72,WH048,895,280,214,961,152,Overstock,2440.94
INV001624,2025-03-02,1784,151,WH047,944,346,138,1152,183,Overstock,23846.4
INV001625,2025-07-10,2310,85,WH010,297,267,104,460,255,Normal,17300.6
INV001626,2025-07-10,2128,129,WH031,473,107,169,411,287,Normal,18622.41
INV001627,2025-03-11,673,269,WH046,849,242,5,1086,131,Overstock,28398.9
INV001628,2025-03-18,1928,35,WH001,319,359,96,582,101,Overstock,24589.5
INV001629,2025-10-03,1879,170,WH007,62,319,239,142,202,Low Stock,1571.94
INV001630,2025-06-29,2291,116,WH023,643,7,98,552,120,Overstock,10200.96
INV001631,2025-08-07,2394,157,WH024,639,392,206,825,289,Normal,13843.5
INV001632,2025-10-05,830,40,WH038,156,52,187,21,105,Low Stock,383.04
INV001633,2025-05-15,2309,53,WH009,816,267,300,783,215,Normal,36354.69
INV001634,2025-06-19,2358,142,WH048,892,315,242,965,103,Overstock,11338.75
INV001635,2025-04-29,887,47,WH040,150,73,42,181,171,Normal,9544.13
INV001636,2025-06-15,319,27,WH009,523,225,217,531,220,Normal,15590.16
INV001637,2025-06-04,2050,61,WH016,573,201,193,581,248,Normal,14153.16
INV001638,2025-08-31,1455,160,WH034,324,271,40,555,276,Normal,20596.05
INV001639,2025-04-20,681,143,WH046,146,223,286,83,163,Low Stock,2525.69
INV001640,2025-05-09,493,286,WH028,667,178,91,754,56,Overstock,39388.96
INV001641,2025-08-27,1418,218,WH014,631,286,97,820,147,Overstock,19434.0
INV001642,2025-01-06,803,227,WH024,538,99,2,635,200,Normal,12700.0
INV001643,2025-02-18,1511,130,WH033,943,6,139,810,58,Overstock,32027.4
INV001644,2025-11-25,1961,204,WH003,712,360,129,943,120,Overstock,36088.61
INV001645,2025-10-20,125,242,WH039,647,232,251,628,94,Overstock,18500.88
INV001646,2025-11-28,2235,54,WH003,378,14,78,314,230,Normal,14035.8
INV001647,2025-03-09,340,215,WH008,57,227,31,253,130,Normal,1935.45
INV001648,2025-10-06,1137,100,WH042,628,377,8,997,135,Overstock,50408.32
INV001649,2025-06-12,694,188,WH034,14,340,206,148,156,Low Stock,7487.32
INV001650,2025-12-09,252,34,WH013,844,389,256,977,87,Overstock,43261.56
INV001651,2025-02-12,707,228,WH003,282,311,101,492,226,Normal,15409.44
INV001652,2025-03-30,14,160,WH018,574,179,60,693,137,Overstock,20124.72
INV001653,2025-12-23,353,290,WH030,90,59,23,126,96,Normal,5583.06
INV001654,2025-04-06,1301,11,WH050,173,5,55,123,213,Low Stock,2917.56
INV001655,2025-02-11,1011,158,WH044,657,97,67,687,129,Overstock,3496.83
INV001656,2025-12-28,1176,92,WH018,143,289,161,271,155,Normal,4094.81
INV001657,2025-04-07,1118,103,WH012,302,132,225,209,117,Normal,1538.24
INV001658,2025-07-01,2371,187,WH023,790,328,267,851,165,Overstock,42643.61
INV001659,2025-12-18,699,19,WH038,394,79,275,198,195,Normal,2815.56
INV001660,2025-12-26,1778,178,WH042,830,349,147,1032,103,Overstock,22549.2
INV001661,2025-09-15,2260,138,WH006,525,395,107,813,116,Overstock,11918.58
INV001662,2025-05-14,129,60,WH034,674,323,95,902,171,Overstock,9119.22
INV001663,2025-10-28,1323,191,WH037,386,337,17,706,132,Overstock,30125.02
INV001664,2025-11-19,1470,5,WH011,431,243,171,503,136,Normal,19908.74
INV001665,2025-02-21,767,184,WH020,166,239,279,126,97,Normal,5748.12
INV001666,2025-08-13,1870,295,WH045,445,374,204,615,171,Normal,30983.7
INV001667,2025-05-10,1529,173,WH031,694,205,153,746,60,Overstock,43491.8
INV001668,2025-04-30,2077,56,WH027,436,396,137,695,294,Normal,24665.55
INV001669,2025-10-31,117,84,WH033,170,153,268,55,100,Low Stock,3145.45
INV001670,2025-10-18,572,67,WH043,341,27,46,322,129,Normal,15452.78
INV001671,2025-03-14,1418,235,WH026,169,235,0,404,218,Normal,4262.2
INV001672,2025-03-30,1235,158,WH006,189,120,104,205,161,Normal,1482.15
INV001673,2025-05-06,632,285,WH050,383,2,244,141,90,Normal,3100.59
INV001674,2025-08-30,2253,202,WH045,217,241,192,266,262,Normal,7682.08
INV001675,2025-05-05,393,199,WH009,325,390,68,647,152,Overstock,30311.95
INV001676,2025-05-25,1740,202,WH035,73,177,125,125,221,Low Stock,5617.5
INV001677,2025-10-28,111,114,WH039,182,393,120,455,144,Normal,10469.55
INV001678,2025-09-14,7,204,WH005,661,117,70,708,177,Normal,9133.2
INV001679,2025-04-19,1237,223,WH006,347,196,92,451,158,Normal,4843.74
INV001680,2025-06-09,1585,247,WH003,267,215,91,391,91,Overstock,9814.1
INV001681,2025-09-22,436,239,WH006,354,351,51,654,217,Normal,34021.08
INV001682,2025-01-07,659,164,WH009,588,259,196,651,225,Normal,18468.87
INV001683,2025-09-06,1646,217,WH050,55,155,108,102,116,Low Stock,4594.08
INV001684,2025-03-01,2473,231,WH033,381,399,242,538,232,Normal,11529.34
INV001685,2025-10-01,1495,58,WH012,434,272,196,510,272,Normal,20976.3
INV001686,2025-03-18,29,173,WH046,604,132,101,635,181,Normal,31203.9
INV001687,2025-08-21,1782,25,WH030,288,20,62,246,272,Low Stock,7478.4
INV001688,2025-07-07,206,190,WH017,435,172,151,456,246,Normal,22576.56
INV001689,2025-10-05,1095,92,WH019,365,213,8,570,164,Normal,11873.1
INV001690,2025-11-22,146,58,WH023,749,18,272,495,239,Normal,12365.1
INV001691,2025-03-31,345,274,WH007,129,372,74,427,212,Normal,13074.74
INV001692,2025-05-21,1415,235,WH045,632,124,268,488,195,Normal,13951.92
INV001693,2025-02-09,1338,191,WH003,150,311,51,410,147,Normal,13009.3
INV001694,2025-02-10,1384,155,WH028,410,11,94,327,293,Normal,14816.37
INV001695,2025-12-01,325,222,WH008,812,98,292,618,116,Overstock,36900.78
INV001696,2025-11-12,2106,277,WH016,710,25,191,544,196,Normal,16009.92
INV001697,2025-08-12,1126,96,WH018,513,343,23,833,204,Overstock,20924.96
INV001698,2025-04-03,1168,140,WH001,416,106,9,513,250,Normal,13353.39
INV001699,2025-03-08,1126,137,WH030,613,325,162,776,74,Overstock,11515.84
INV001700,2025-01-10,1330,114,WH005,626,147,235,538,200,Normal,14203.2
INV001701,2025-11-01,1347,278,WH025,487,285,6,766,137,Overstock,16660.5
INV001702,2025-06-27,1821,78,WH030,874,380,255,999,103,Overstock,32837.13
INV001703,2025-03-29,1598,131,WH026,33,338,292,79,297,Low Stock,518.24
INV001704,2025-09-07,2300,177,WH006,212,382,271,323,144,Normal,6340.49
INV001705,2025-06-11,1850,240,WH002,159,319,299,179,92,Normal,6839.59
INV001706,2025-10-17,1768,213,WH049,23,384,145,262,192,Normal,11831.92
INV001707,2025-05-01,1538,276,WH009,387,310,63,634,74,Overstock,15818.3
INV001708,2025-04-19,454,293,WH019,182,81,205,58,190,Low Stock,1490.02
INV001709,2025-04-22,1713,143,WH021,788,185,54,919,220,Overstock,49001.08
INV001710,2025-11-21,1302,258,WH035,545,200,115,630,269,Normal,16020.9
INV001711,2025-08-26,1173,231,WH011,946,90,204,832,123,Overstock,1822.08
INV001712,2025-06-21,1901,89,WH044,929,50,196,783,198,Normal,31226.04
INV001713,2025-08-03,1681,97,WH041,29,316,114,231,85,Normal,8630.16
INV001714,2025-09-15,330,293,WH047,418,11,166,263,206,Normal,4339.5
INV001715,2025-10-19,1933,47,WH024,23,380,199,204,191,Normal,6458.64
INV001716,2025-04-09,662,235,WH024,740,122,89,773,170,Overstock,43558.55
INV001717,2025-04-13,1322,68,WH019,66,15,26,55,197,Low Stock,1581.25
INV001718,2025-05-06,2471,228,WH016,815,90,236,669,178,Normal,26224.8
INV001719,2025-11-06,1357,82,WH016,473,369,35,807,51,Overstock,36653.94
INV001720,2025-12-16,1665,267,WH031,882,197,36,1043,250,Overstock,27316.17
INV001721,2025-05-14,2201,62,WH046,795,310,273,832,232,Normal,2812.16
INV001722,2025-09-04,245,150,WH026,848,371,20,1199,143,Overstock,30178.83
INV001723,2025-09-19,1803,220,WH008,106,74,67,113,244,Low Stock,5634.18
INV001724,2025-02-27,693,188,WH027,672,173,72,773,283,Normal,12445.3
INV001725,2025-09-05,861,136,WH007,337,328,37,628,167,Normal,34006.2
INV001726,2025-09-09,1003,134,WH022,302,352,227,427,134,Normal,20355.09
INV001727,2025-12-25,1057,291,WH018,608,18,71,555,87,Overstock,17904.3
INV001728,2025-01-14,906,190,WH037,371,365,149,587,128,Overstock,33341.6
INV001729,2025-03-23,2326,157,WH031,730,225,150,805,89,Overstock,36337.7
INV001730,2025-12-22,527,76,WH039,299,196,131,364,213,Normal,5540.08
INV001731,2025-04-19,2389,156,WH010,598,6,132,472,143,Normal,20687.76
INV001732,2025-09-22,1663,245,WH040,921,87,176,832,214,Normal,9185.28
INV001733,2025-09-14,1288,268,WH024,387,248,86,549,272,Normal,17820.54
INV001734,2025-03-31,1983,195,WH001,684,33,175,542,107,Overstock,10807.48
INV001735,2025-04-25,615,143,WH039,796,373,61,1108,216,Overstock,14869.36
INV001736,2025-09-13,1882,292,WH041,928,6,268,666,279,Normal,10156.5
INV001737,2025-04-14,1490,17,WH026,641,50,168,523,179,Normal,3085.7
INV001738,2025-10-11,2191,276,WH006,993,28,228,793,195,Overstock,25637.69
INV001739,2025-05-06,1049,94,WH045,958,333,125,1166,108,Overstock,48972.0
INV001740,2025-08-22,727,21,WH039,272,282,142,412,73,Overstock,18581.2
INV001741,2025-02-02,543,268,WH020,62,106,58,110,112,Low Stock,3956.7
INV001742,2025-10-25,1955,238,WH007,549,400,26,923,131,Overstock,44137.86
INV001743,2025-02-07,805,245,WH008,452,42,243,251,100,Normal,1955.29
INV001744,2025-10-29,881,250,WH020,582,4,297,289,160,Normal,15013.55
INV001745,2025-02-27,1814,100,WH038,825,325,233,917,50,Overstock,15222.2
INV001746,2025-07-28,2464,139,WH032,646,90,168,568,179,Normal,17057.04
INV001747,2025-05-26,1228,136,WH035,254,174,140,288,223,Normal,9950.4
INV001748,2025-06-08,1803,58,WH049,968,93,249,812,51,Overstock,16654.12
INV001749,2025-09-18,1928,254,WH011,183,33,194,22,160,Low Stock,902.66
INV001750,2025-02-18,1816,176,WH041,703,275,93,885,99,Overstock,41745.45
INV001751,2025-04-29,874,158,WH033,312,163,271,204,170,Normal,1625.88
INV001752,2025-06-03,2497,108,WH037,688,79,165,602,90,Overstock,7904.26
INV001753,2025-07-22,704,81,WH040,678,80,166,592,294,Normal,18920.32
INV001754,2025-08-31,2439,214,WH050,743,137,117,763,288,Normal,13161.75
INV001755,2025-06-05,1519,75,WH020,341,372,181,532,262,Normal,24057.04
INV001756,2025-08-19,1262,218,WH037,402,390,213,579,51,Overstock,26755.59
INV001757,2025-07-26,227,210,WH023,661,71,233,499,246,Normal,8932.1
INV001758,2025-12-27,829,107,WH043,733,131,150,714,263,Normal,16893.24
INV001759,2025-06-14,1752,196,WH021,571,286,102,755,254,Normal,10924.85
INV001760,2025-09-15,1803,141,WH007,76,124,41,159,133,Normal,6984.87
INV001761,2025-10-31,1925,24,WH050,675,199,249,625,113,Overstock,11406.25
INV001762,2025-11-07,2401,193,WH004,103,28,87,44,120,Low Stock,1460.8
INV001763,2025-08-13,1165,57,WH031,137,383,37,483,133,Normal,28342.44
INV001764,2025-07-31,622,78,WH038,306,293,102,497,193,Normal,3528.7
INV001765,2025-05-06,1343,294,WH035,781,338,133,986,192,Overstock,32340.8
INV001766,2025-05-30,90,72,WH050,788,34,160,662,295,Normal,34093.0
INV001767,2025-08-17,880,95,WH021,479,116,235,360,142,Normal,7671.6
INV001768,2025-12-13,1061,131,WH039,765,11,71,705,80,Overstock,27671.25
INV001769,2025-08-07,1624,250,WH004,851,270,30,1091,283,Normal,64805.4
INV001770,2025-07-11,67,290,WH028,32,258,167,123,252,Low Stock,4089.75
INV001771,2025-05-25,2355,171,WH041,68,376,38,406,194,Normal,2980.04
INV001772,2025-10-13,461,273,WH011,817,262,44,1035,196,Overstock,57442.5
INV001773,2025-11-09,782,38,WH050,700,220,141,779,169,Overstock,21944.43
INV001774,2025-03-19,1354,38,WH012,663,294,173,784,166,Overstock,25566.24
INV001775,2025-12-21,1772,11,WH026,588,150,3,735,209,Normal,36779.4
INV001776,2025-01-10,35,116,WH021,437,77,132,382,269,Normal,5703.26
INV001777,2025-12-12,1338,273,WH030,669,340,102,907,247,Normal,45032.55
INV001778,2025-07-01,2363,79,WH013,791,75,105,761,128,Overstock,9535.33
INV001779,2025-01-14,2185,21,WH050,130,276,178,228,294,Low Stock,1372.56
INV001780,2025-06-11,943,107,WH013,310,83,217,176,119,Normal,2729.76
INV001781,2025-04-22,1456,14,WH009,898,225,63,1060,263,Overstock,60398.8
INV001782,2025-01-14,1819,107,WH025,50,228,224,54,152,Low Stock,730.08
INV001783,2025-07-14,2418,64,WH006,992,89,259,822,283,Normal,29213.88
INV001784,2025-09-22,499,84,WH049,214,61,250,25,239,Low Stock,927.0
INV001785,2025-06-12,1701,98,WH014,92,259,184,167,172,Low Stock,2807.27
INV001786,2025-02-27,1872,9,WH001,389,215,204,400,296,Normal,20692.0
INV001787,2025-07-01,1477,159,WH005,444,333,153,624,108,Overstock,37427.52
INV001788,2025-02-13,1597,242,WH002,974,140,165,949,61,Overstock,9641.84
INV001789,2025-05-08,727,290,WH001,131,265,79,317,85,Normal,13412.27
INV001790,2025-01-20,251,108,WH048,676,150,190,636,208,Normal,16574.16
INV001791,2025-03-22,1718,89,WH012,958,265,77,1146,239,Overstock,56096.7
INV001792,2025-12-09,744,187,WH008,805,83,15,873,177,Overstock,12082.32
INV001793,2025-07-26,1529,136,WH040,328,14,13,329,134,Normal,1200.85
INV001794,2025-08-29,141,74,WH027,47,276,193,130,245,Low Stock,4772.3
INV001795,2025-09-26,696,81,WH007,15,178,57,136,73,Normal,3583.6
INV001796,2025-02-03,461,244,WH030,425,274,225,474,84,Overstock,24505.8
INV001797,2025-11-23,3,160,WH031,480,131,65,546,132,Overstock,21878.22
INV001798,2025-07-07,395,245,WH032,766,292,100,958,82,Overstock,14101.76
INV001799,2025-03-08,585,116,WH043,84,380,48,416,233,Normal,10574.72
INV001800,2025-11-11,432,128,WH015,256,94,154,196,134,Normal,8469.16
INV001801,2025-08-25,2420,267,WH034,591,136,67,660,133,Overstock,17476.8
INV001802,2025-12-05,595,297,WH048,957,17,197,777,211,Normal,3721.83
INV001803,2025-04-12,747,8,WH010,649,17,121,545,91,Overstock,13630.45
INV001804,2025-01-06,2344,247,WH031,878,176,96,958,210,Overstock,50227.94
INV001805,2025-10-23,1662,232,WH014,464,318,134,648,189,Normal,17826.48
INV001806,2025-05-24,2108,173,WH022,913,95,130,878,137,Overstock,42855.18
INV001807,2025-09-07,2249,234,WH043,98,342,175,265,245,Normal,8509.15
INV001808,2025-02-02,1497,219,WH042,26,278,64,240,74,Normal,3640.8
INV001809,2025-08-23,456,62,WH036,729,151,64,816,273,Normal,18082.56
INV001810,2025-08-20,1787,284,WH006,989,258,93,1154,151,Overstock,57192.24
INV001811,2025-09-19,799,73,WH044,227,397,8,616,100,Overstock,27436.64
INV001812,2025-07-01,2153,78,WH037,880,271,268,883,62,Overstock,42754.86
INV001813,2025-07-05,2210,118,WH045,969,271,85,1155,145,Overstock,12947.55
INV001814,2025-12-15,679,116,WH049,733,77,276,534,291,Normal,30651.6
INV001815,2025-08-06,829,143,WH004,982,205,151,1036,149,Overstock,56213.36
INV001816,2025-08-04,1952,240,WH021,139,369,153,355,50,Overstock,2250.7
INV001817,2025-12-29,2277,160,WH014,945,375,34,1286,65,Overstock,58898.8
INV001818,2025-03-13,589,247,WH011,782,124,200,706,251,Normal,7942.5
INV001819,2025-08-03,1602,100,WH016,854,179,36,997,107,Overstock,57696.39
INV001820,2025-05-22,576,206,WH008,743,378,299,822,291,Normal,33693.78
INV001821,2025-04-16,1817,73,WH044,282,389,167,504,52,Overstock,19620.72
INV001822,2025-09-24,1275,269,WH007,790,321,241,870,109,Overstock,35061.0
INV001823,2025-06-02,512,278,WH048,624,232,78,778,68,Overstock,41272.9
INV001824,2025-06-24,1115,21,WH025,858,130,57,931,210,Overstock,27054.86
INV001825,2025-10-27,690,250,WH049,298,115,267,146,76,Normal,1042.44
INV001826,2025-11-05,2454,186,WH016,890,340,253,977,264,Normal,41708.13
INV001827,2025-08-10,1728,30,WH041,107,394,143,358,265,Normal,15752.0
INV001828,2025-05-22,1031,261,WH022,429,341,128,642,141,Overstock,4378.44
INV001829,2025-02-21,1989,125,WH038,506,113,222,397,220,Normal,6911.77
INV001830,2025-12-29,1999,288,WH039,857,289,192,954,205,Overstock,30623.4
INV001831,2025-12-08,1568,22,WH039,110,302,50,362,197,Normal,2715.0
INV001832,2025-05-03,1478,298,WH044,726,309,215,820,258,Normal,20368.8
INV001833,2025-01-21,1423,226,WH030,587,267,19,835,290,Normal,20975.2
INV001834,2025-11-18,1769,14,WH014,580,92,12,660,211,Normal,37534.2
INV001835,2025-02-20,1198,212,WH002,746,233,129,850,141,Overstock,42049.5
INV001836,2025-06-26,1444,128,WH018,456,24,166,314,167,Normal,13360.7
INV001837,2025-11-22,1078,83,WH014,571,394,280,685,215,Normal,14158.95
INV001838,2025-07-25,1428,89,WH032,877,45,170,752,140,Overstock,28388.0
INV001839,2025-04-27,1297,157,WH007,936,369,46,1259,213,Overstock,32167.45
INV001840,2025-11-15,2037,96,WH049,391,103,135,359,269,Normal,15447.77
INV001841,2025-06-29,1381,225,WH024,772,81,86,767,132,Overstock,2239.64
INV001842,2025-04-08,2384,159,WH033,717,328,286,759,125,Overstock,34830.51
INV001843,2025-10-03,729,204,WH040,712,38,101,649,73,Overstock,4705.25
INV001844,2025-11-03,1658,135,WH010,733,174,272,635,140,Overstock,15881.35
INV001845,2025-07-17,425,151,WH040,583,42,165,460,107,Overstock,12728.2
INV001846,2025-01-21,1008,281,WH010,683,140,13,810,176,Overstock,12166.2
INV001847,2025-12-22,897,126,WH015,450,331,110,671,87,Overstock,1825.12
INV001848,2025-05-05,86,248,WH029,424,284,282,426,195,Normal,5601.9
INV001849,2025-04-06,2125,298,WH026,642,294,198,738,241,Normal,12671.46
INV001850,2025-07-06,1080,221,WH024,373,120,163,330,188,Normal,7494.3
INV001851,2025-12-21,551,165,WH045,252,275,296,231,82,Normal,1755.6
INV001852,2025-09-17,1949,275,WH021,107,309,116,300,234,Normal,6660.0
INV001853,2025-12-26,2270,115,WH030,275,294,27,542,167,Normal,20536.38
INV001854,2025-09-12,2421,224,WH005,976,87,11,1052,193,Overstock,29466.52
INV001855,2025-11-29,236,178,WH031,888,361,75,1174,66,Overstock,48791.44
INV001856,2025-02-03,1131,292,WH017,970,372,14,1328,232,Overstock,48697.76
INV001857,2025-08-09,547,203,WH014,677,231,158,750,187,Overstock,31830.0
INV001858,2025-06-05,1354,120,WH037,817,260,208,869,86,Overstock,40365.05
INV001859,2025-12-15,2404,162,WH001,994,312,27,1279,232,Overstock,58527.04
INV001860,2025-10-28,491,37,WH040,65,271,211,125,236,Low Stock,1418.75
INV001861,2025-04-10,1020,92,WH012,30,332,253,109,236,Low Stock,973.37
INV001862,2025-02-15,386,207,WH037,717,350,198,869,256,Normal,22281.16
INV001863,2025-12-23,1944,71,WH022,187,49,79,157,140,Normal,1929.53
INV001864,2025-08-09,1033,256,WH006,188,133,205,116,101,Normal,1757.4
INV001865,2025-11-28,335,174,WH029,769,48,268,549,115,Overstock,1745.82
INV001866,2025-11-07,250,286,WH004,699,191,48,842,93,Overstock,1768.2
INV001867,2025-09-28,52,3,WH021,393,156,14,535,254,Normal,29157.5
INV001868,2025-10-16,1536,36,WH012,193,325,255,263,96,Normal,8689.52
INV001869,2025-06-26,398,80,WH039,383,293,90,586,278,Normal,16150.16
INV001870,2025-04-01,2079,77,WH029,31,318,19,330,289,Normal,10949.4
INV001871,2025-03-03,1277,150,WH007,357,349,92,614,201,Normal,19690.98
INV001872,2025-02-21,2039,99,WH039,158,313,172,299,290,Normal,8482.63
INV001873,2025-12-04,2245,200,WH029,966,59,283,742,66,Overstock,16042.04
INV001874,2025-07-07,580,123,WH032,192,206,21,377,141,Normal,2035.8
INV001875,2025-09-03,2422,51,WH034,93,339,164,268,283,Low Stock,8734.12
INV001876,2025-10-22,2179,268,WH026,775,279,102,952,122,Overstock,19592.16
INV001877,2025-08-18,812,150,WH041,436,206,222,420,146,Normal,2847.6
INV001878,2025-01-13,2013,54,WH021,574,247,199,622,128,Overstock,19194.92
INV001879,2025-05-28,226,271,WH003,192,45,78,159,278,Low Stock,5735.13
INV001880,2025-10-20,2224,89,WH042,321,378,24,675,186,Normal,2443.5
INV001881,2025-06-05,1577,97,WH023,987,275,26,1236,260,Overstock,61639.32
INV001882,2025-08-11,2083,269,WH012,520,189,22,687,283,Normal,9920.28
INV001883,2025-08-23,761,114,WH046,327,37,104,260,176,Normal,3637.4
INV001884,2025-11-24,64,24,WH025,210,352,59,503,286,Normal,9481.55
INV001885,2025-05-04,1355,91,WH025,846,116,190,772,284,Normal,39055.48
INV001886,2025-01-23,639,73,WH039,252,318,132,438,275,Normal,24304.62
INV001887,2025-12-15,2337,159,WH014,962,334,139,1157,154,Overstock,48640.28
INV001888,2025-08-01,1695,194,WH018,862,97,249,710,114,Overstock,26135.1
INV001889,2025-11-17,1620,22,WH045,785,229,65,949,219,Overstock,39848.51
INV001890,2025-02-06,469,60,WH011,923,250,34,1139,96,Overstock,37746.46
INV001891,2025-03-27,1051,204,WH019,549,146,145,550,269,Normal,19288.5
INV001892,2025-02-25,490,203,WH013,973,44,284,733,266,Normal,22635.04
INV001893,2025-03-07,2123,19,WH031,490,55,57,488,108,Overstock,2054.48
INV001894,2025-07-18,756,43,WH049,710,34,123,621,161,Normal,23405.49
INV001895,2025-08-13,585,227,WH039,787,21,257,551,246,Normal,32244.52
INV001896,2025-04-18,1303,23,WH037,14,78,43,49,270,Low Stock,2798.88
INV001897,2025-03-31,1435,237,WH013,923,329,28,1224,150,Overstock,29424.96
INV001898,2025-05-30,2071,33,WH015,188,321,99,410,135,Normal,16465.6
INV001899,2025-08-13,104,226,WH005,863,125,270,718,123,Overstock,24627.4
INV001900,2025-03-15,2242,163,WH004,114,350,33,431,154,Normal,13813.55
INV001901,2025-01-09,696,165,WH024,39,73,13,99,225,Low Stock,1539.45
INV001902,2025-07-15,15,289,WH004,833,198,290,741,80,Overstock,38317.11
INV001903,2025-11-18,145,289,WH035,75,10,83,2,260,Low Stock,109.66
INV001904,2025-10-20,1582,145,WH044,630,198,230,598,283,Normal,27143.22
INV001905,2025-12-16,2010,129,WH023,651,232,245,638,285,Normal,34528.56
