ProductID,Category,UnitCost,UnitPrice
945,Personal Care,52.65,64.26
946,Household,34.72,69.09
947,Beverages,26.08,46.11
948,Household,11.09,13.47
949,Bakery,10.27,18.63
950,Snacks,22.75,33.88
951,Household,33.24,55.54
952,Dairy,40.13,67.47
953,Household,15.34,26.0
954,Personal Care,46.27,84.25
955,Frozen,39.8,65.26
956,Personal Care,34.44,51.28
957,Frozen,9.65,11.65
958,Personal Care,7.79,14.39
959,Household,10.73,18.27
960,Produce,45.88,58.36
961,Beverages,38.23,49.61
962,Bakery,34.2,46.01
963,Household,44.78,86.08
964,Dairy,32.65,48.34
965,Bakery,27.61,52.12
966,Bakery,38.9,57.39
967,Produce,28.69,41.86
968,Beverages,8.25,14.74
969,Snacks,48.79,94.21
970,Household,5.48,9.05
971,Produce,54.61,81.94
972,Bakery,3.78,4.6
973,Produce,16.03,23.78
974,Household,46.03,78.9
975,Frozen,53.01,84.76
976,Dairy,29.69,57.81
977,Frozen,57.35,75.08
978,Frozen,18.39,26.95
979,Personal Care,52.58,73.6
980,Household,41.6,69.81
981,Personal Care,14.3,17.76
982,Bakery,51.38,91.89
983,Beverages,47.23,89.3
984,Dairy,27.22,35.71
985,Frozen,41.74,76.97
986,Dairy,58.51,70.65
987,Frozen,10.75,19.23
988,Snacks,45.58,71.63
989,Produce,7.23,10.64
990,Produce,53.15,105.43
991,Beverages,35.95,48.93
992,Beverages,4.2,6.74
993,Bakery,35.34,62.15
994,Beverages,4.8,9.19
995,Snacks,52.96,68.66
996,Personal Care,58.29,94.45
997,Beverages,12.38,21.64
998,Dairy,38.73,63.38
999,Snacks,32.74,61.28
1000,Snacks,22.27,30.56
1001,Bakery,44.42,63.0
1002,Dairy,2.88,4.08
1003,Beverages,13.39,16.58
1004,Household,17.5,25.56
1005,Beverages,39.88,65.21
1006,Household,42.04,83.49
1007,Frozen,25.16,36.6
1008,Produce,24.21,31.98
1009,Produce,53.14,97.94
1010,Beverages,15.87,25.41
1011,Frozen,42.23,75.34
1012,Bakery,49.88,86.33
1013,Snacks,50.9,93.0
1014,Beverages,25.54,42.06
1015,Personal Care,33.84,49.15
1016,Beverages,29.46,50.61
1017,Personal Care,31.59,52.88
1018,Produce,15.6,26.58
1019,Produce,22.6,28.28
1020,Frozen,37.54,65.39
1021,Household,6.18,11.36
1022,Bakery,55.59,100.75
1023,Frozen,54.71,86.37
1024,Household,32.28,51.04
1025,Bakery,59.97,75.12
1026,Household,32.39,52.54
1027,Household,15.84,21.19
1028,Personal Care,12.31,24.1
1029,Beverages,20.67,30.79
1030,Produce,9.14,12.09
1031,Frozen,23.76,35.45
1032,Frozen,28.26,35.9
1033,Produce,18.85,29.35
1034,Snacks,28.06,44.41
1035,Dairy,46.01,60.73
1036,Dairy,23.28,37.63
1037,Bakery,38.12,61.71
1038,Produce,16.67,27.42
1039,Beverages,35.09,43.73
1040,Dairy,19.78,32.35
1041,Household,16.83,23.77
1042,Personal Care,7.3,12.48
1043,Snacks,13.7,21.08
1044,Frozen,37.84,56.66
1045,Beverages,43.61,65.44
1046,Beverages,43.33,62.23
1047,Produce,27.0,45.52
1048,Frozen,22.44,33.85
1049,Dairy,55.64,75.3
1050,Household,5.67,7.73
1051,Snacks,6.64,10.33
1052,Produce,32.5,51.91
1053,Beverages,8.25,13.62
1054,Personal Care,42.65,66.06
1055,Personal Care,12.22,15.3
1056,Produce,30.49,49.07
1057,Beverages,40.88,73.27
1058,Produce,33.42,64.86
1059,Frozen,34.12,61.94
1060,Personal Care,8.85,12.18
1061,Snacks,35.12,42.58
1062,Personal Care,7.12,12.83
1063,Personal Care,5.19,9.06
1064,Household,30.0,37.31
1065,Produce,50.93,66.83
1066,Produce,49.38,93.7
1067,Dairy,20.59,27.84
1068,Beverages,12.8,20.88
1069,Frozen,7.02,10.58
1070,Frozen,34.23,55.07
1071,Produce,41.5,59.99
1072,Bakery,52.27,96.26
1073,Frozen,19.69,25.7
1074,Bakery,33.14,49.68
1075,Personal Care,40.07,70.84
1076,Dairy,23.21,42.73
1077,Bakery,28.47,50.26
1078,Beverages,44.3,53.46
1079,Snacks,25.72,42.49
1080,Household,4.05,5.57
1081,Personal Care,18.91,33.44
1082,Personal Care,25.55,45.54
1083,Bakery,52.93,65.96
1084,Produce,51.77,67.28
1085,Dairy,52.03,65.43
1086,Personal Care,12.45,24.13
1087,Dairy,30.9,53.74
1088,Frozen,48.51,78.95
1089,Dairy,10.45,20.21
1090,Bakery,31.94,50.23
1091,Bakery,47.49,93.11
1092,Produce,14.98,27.97
1093,Personal Care,41.78,55.31
1094,Beverages,55.58,72.63
1095,Dairy,50.5,72.46
1096,Bakery,52.73,96.91
1097,Dairy,19.95,28.06
1098,Bakery,10.81,19.88
1099,Bakery,24.71,30.3
1100,Produce,11.05,15.83
1101,Snacks,13.49,17.8
1102,Dairy,26.93,46.94
1103,Snacks,4.25,6.3
1104,Bakery,59.78,116.66
1105,Snacks,18.86,27.88
1106,Personal Care,53.58,103.43
1107,Bakery,30.12,56.96
1108,Snacks,13.68,21.56
1109,Bakery,35.57,51.22
1110,Snacks,58.11,85.74
1111,Dairy,40.08,49.7
1112,Household,22.31,35.36
1113,Household,45.06,60.52
1114,Frozen,48.92,87.03
1115,Personal Care,7.55,12.39
1116,Dairy,36.54,57.34
1117,Beverages,4.3,7.15
1118,Produce,39.52,51.6
1119,Household,6.42,11.44
1120,Dairy,22.85,39.53
1121,Snacks,21.23,39.78
1122,Personal Care,19.6,27.62
1123,Snacks,52.99,68.55
1124,Personal Care,17.69,28.88
1125,Household,29.13,38.78
1126,Beverages,31.39,46.88
1127,Bakery,18.44,30.32
1128,Dairy,54.69,97.42
1129,Bakery,53.66,65.04
1130,Beverages,30.33,55.59
1131,Bakery,41.96,58.05
1132,Dairy,10.91,15.4
1133,Beverages,26.59,45.19
1134,Snacks,18.93,36.2
1135,Snacks,40.51,55.66
1136,Bakery,36.53,66.75
1137,Beverages,49.64,62.47
1138,Household,59.01,72.76
1139,Dairy,49.25,72.58
1140,Personal Care,36.33,48.91
1141,Household,56.54,86.48
1142,Produce,3.87,7.09
1143,Dairy,44.56,77.67
1144,Dairy,48.26,87.65
1145,Bakery,13.5,18.57
1146,Household,43.1,54.03
1147,Beverages,47.91,75.88
1148,Personal Care,32.48,47.55
1149,Snacks,45.58,77.9
1150,Bakery,52.26,64.82
1151,Household,47.62,60.66
1152,Household,35.8,65.97
1153,Personal Care,41.02,73.69
1154,Dairy,17.04,29.9
1155,Frozen,54.48,97.84
1156,Dairy,27.25,50.69
1157,Frozen,45.39,76.02
1158,Snacks,5.95,10.87
1159,Frozen,45.54,85.52
1160,Bakery,13.48,21.11
1161,Bakery,52.9,87.81
1162,Beverages,24.74,45.2
1163,Household,49.89,76.08
1164,Snacks,15.24,26.48
1165,Household,40.47,77.84
1166,Produce,47.99,57.76
1167,Personal Care,37.02,72.59
1168,Personal Care,26.28,44.25
1169,Personal Care,10.46,17.12
1170,Snacks,22.52,42.24
1171,Beverages,18.94,24.06
1172,Frozen,12.86,24.58
1173,Produce,40.34,74.46
1174,Snacks,14.55,24.76
1175,Produce,49.73,67.0
1176,Frozen,21.29,28.12
1177,Dairy,15.0,28.68
1178,Produce,19.9,28.95
1179,Bakery,51.69,102.07
1180,Produce,32.58,39.11
1181,Dairy,8.02,11.2
1182,Frozen,44.72,77.86
1183,Produce,9.83,17.72
1184,Frozen,40.65,51.25
1185,Household,27.76,54.58
1186,Household,19.71,34.84
1187,Produce,56.39,104.15
1188,Beverages,54.62,87.31
1189,Household,42.11,51.14
1190,Snacks,34.33,53.49
1191,Dairy,44.27,79.68
1192,Beverages,57.0,90.4
1193,Beverages,57.27,109.57
1194,Dairy,12.88,24.92
1195,Beverages,59.87,80.16
1196,Frozen,38.38,53.48
1197,Beverages,26.4,52.34
1198,Snacks,48.68,84.76
1199,Produce,30.59,60.56
1200,Household,42.07,59.82
1201,Dairy,50.34,80.37
1202,Beverages,48.03,70.98
1203,Dairy,13.65,25.2
1204,Beverages,11.4,20.41
1205,Dairy,41.52,79.97
1206,Frozen,58.35,106.29
1207,Household,57.8,78.01
1208,Frozen,53.69,84.82
1209,Household,55.83,85.0
1210,Frozen,22.98,33.45
1211,Personal Care,17.48,23.83
1212,Personal Care,31.07,47.43
1213,Dairy,47.16,68.47
1214,Dairy,18.18,29.61
1215,Produce,45.65,64.84
1216,Household,43.6,66.12
1217,Frozen,51.38,66.63
1218,Personal Care,46.74,57.63
1219,Frozen,22.51,43.94
1220,Frozen,58.87,112.37
1221,Snacks,45.72,79.66
1222,Produce,50.4,89.18
1223,Frozen,11.62,15.58
1224,Snacks,46.93,71.13
1225,Household,25.2,40.32
1226,Household,22.28,30.05
1227,Dairy,32.84,53.1
1228,Frozen,9.75,14.34
1229,Snacks,55.62,69.72
1230,Beverages,51.41,89.16
1231,Produce,25.41,42.15
1232,Frozen,47.54,82.89
1233,Dairy,10.77,18.71
1234,Bakery,31.03,59.54
1235,Beverages,45.09,83.72
1236,Produce,52.96,69.11
1237,Produce,37.52,53.28
1238,Snacks,46.75,78.72
1239,Frozen,37.25,71.64
1240,Frozen,7.44,12.95
1241,Snacks,22.86,40.22
1242,Snacks,9.07,17.81
1243,Bakery,2.2,3.75
1244,Dairy,27.92,44.75
1245,Personal Care,36.23,60.74
1246,Beverages,4.3,8.01
1247,Snacks,30.06,43.15
1248,Household,57.95,94.14
1249,Bakery,14.64,26.86
1250,Bakery,18.34,36.3
1251,Beverages,14.93,19.98
1252,Frozen,26.59,33.25
1253,Frozen,44.02,73.42
1254,Produce,24.64,48.38
1255,Produce,15.12,28.64
1256,Beverages,48.64,95.78
1257,Household,40.15,56.27
1258,Personal Care,35.38,54.66
1259,Personal Care,13.06,22.1
1260,Snacks,25.37,36.18
1261,Bakery,6.43,12.33
1262,Beverages,27.44,37.27
1263,Bakery,46.85,63.76
1264,Frozen,45.36,88.84
1265,Beverages,5.64,7.7
1266,Beverages,50.46,86.45
1267,Frozen,34.35,58.47
1268,Household,59.51,85.97
1269,Beverages,44.88,78.68
1270,Produce,54.14,99.81
1271,Personal Care,46.82,69.03
1272,Dairy,23.1,44.06
1273,Personal Care,59.45,114.7
1274,Household,29.62,55.02
1275,Dairy,51.3,83.24
1276,Frozen,31.46,43.02
1277,Frozen,40.07,78.14
1278,Bakery,43.19,84.49
1279,Produce,46.92,83.55
1280,Dairy,49.09,91.95
1281,Dairy,10.02,12.91
1282,Produce,3.6,6.66
1283,Snacks,28.9,35.68
1284,Snacks,51.79,76.17
1285,Personal Care,30.1,51.52
1286,Bakery,2.43,3.31
1287,Household,24.19,31.04
1288,Dairy,56.8,88.16
1289,Personal Care,46.18,76.48
1290,Beverages,51.98,69.4
1291,Bakery,43.58,68.67
1292,Personal Care,37.14,48.09
1293,Personal Care,36.75,45.94
1294,Bakery,48.4,92.51
1295,Beverages,24.75,45.3
1296,Bakery,38.77,69.53
1297,Beverages,16.07,30.96
1298,Bakery,48.56,59.75
1299,Beverages,25.31,49.43
1300,Bakery,46.97,58.03
1301,Produce,17.25,22.82
1302,Beverages,29.77,58.5
1303,Snacks,12.84,23.7
1304,Dairy,37.72,55.02
1305,Produce,55.15,66.28
1306,Beverages,34.24,63.59
1307,Snacks,42.94,74.25
1308,Frozen,28.51,49.51
1309,Bakery,3.4,6.34
1310,Personal Care,14.11,24.93
1311,Bakery,40.96,81.37
1312,Snacks,33.67,49.9
1313,Snacks,7.09,9.86
1314,Snacks,7.21,10.23
1315,Frozen,46.22,60.93
1316,Household,46.59,56.17
1317,Snacks,4.53,7.91
1318,Bakery,32.17,50.33
1319,Produce,55.58,92.24
1320,Bakery,55.15,98.51
1321,Snacks,54.95,102.74
1322,Beverages,40.87,53.46
1323,Produce,48.47,60.29
1324,Frozen,27.62,48.75
1325,Frozen,47.69,89.52
1326,Beverages,20.82,26.56
1327,Personal Care,11.45,22.41
1328,Personal Care,46.22,86.41
1329,Household,17.9,25.06
1330,Produce,33.19,48.87
1331,Household,55.41,81.06
1332,Bakery,53.61,98.41
1333,Dairy,8.08,15.03
1334,Household,26.65,39.16
1335,Snacks,33.16,65.41
1336,Dairy,14.27,17.73
1337,Bakery,56.4,86.07
1338,Snacks,39.57,54.39
1339,Beverages,43.43,67.1
1340,Snacks,59.4,79.66
1341,Personal Care,37.63,50.17
1342,Frozen,45.68,63.9
1343,Frozen,57.71,73.49
1344,Bakery,39.19,66.41
1345,Dairy,40.05,67.22
1346,Produce,19.63,24.56
1347,Snacks,33.07,41.63
1348,Snacks,10.25,13.23
1349,Personal Care,39.61,63.7
1350,Frozen,55.4,86.43
1351,Snacks,16.79,25.45
1352,Dairy,27.81,49.58
1353,Snacks,51.96,81.5
1354,Household,50.27,61.56
1355,Bakery,8.18,11.18
1356,Household,40.9,58.16
1357,Beverages,51.05,64.23
1358,Snacks,11.17,19.3
1359,Frozen,40.35,54.25
1360,Dairy,29.92,55.94
1361,Beverages,24.21,41.68
1362,Bakery,5.6,8.05
1363,Frozen,51.45,67.09
1364,Household,23.09,41.06
1365,Dairy,23.42,41.92
1366,Household,23.24,37.61
1367,Snacks,52.6,101.38
1368,Dairy,18.55,27.91
1369,Beverages,14.99,20.31
1370,Bakery,46.23,87.03
1371,Bakery,39.2,61.84
1372,Beverages,4.93,8.53
1373,Household,15.62,19.11
1374,Personal Care,30.27,38.98
1375,Personal Care,7.44,9.63
1376,Personal Care,55.54,107.07
1377,Produce,27.54,35.65
1378,Snacks,17.43,27.11
1379,Bakery,56.32,92.58
1380,Snacks,31.54,50.06
1381,Bakery,34.65,65.7
1382,Produce,8.38,16.38
1383,Beverages,15.9,21.25
1384,Household,14.32,18.14
1385,Frozen,29.17,57.08
1386,Dairy,6.32,9.87
1387,Household,7.68,10.94
1388,Household,5.95,10.49
1389,Personal Care,29.93,40.23
1390,Beverages,38.4,71.01
1391,Beverages,39.33,68.81
1392,Beverages,33.15,45.99
1393,Personal Care,40.54,53.17
1394,Household,10.41,19.18
1395,Household,44.94,84.75
1396,Household,40.07,68.95
1397,Bakery,2.91,4.56
1398,Snacks,28.06,52.75
1399,Frozen,27.46,36.04
1400,Bakery,19.66,28.53
1401,Bakery,56.49,85.95
1402,Dairy,2.73,5.35
1403,Bakery,5.82,8.72
1404,Personal Care,41.01,56.18
1405,Bakery,13.16,20.74
1406,Frozen,59.98,93.88
1407,Bakery,58.55,105.66
1408,Beverages,25.6,37.75
1409,Beverages,34.98,63.52
1410,Bakery,50.03,60.04
1411,Frozen,37.19,58.76
1412,Produce,9.99,13.91
1413,Snacks,17.89,27.42
1414,Dairy,59.91,78.37
1415,Household,53.42,66.54
1416,Bakery,26.52,33.53
1417,Personal Care,47.82,67.07
1418,Bakery,51.89,101.99
1419,Frozen,58.13,102.87
1420,Snacks,4.99,9.64
1421,Snacks,58.11,111.76
1422,Snacks,18.76,37.02
1423,Dairy,26.37,42.81
1424,Frozen,48.81,84.09
1425,Snacks,27.88,44.6
1426,Household,54.13,106.63
1427,Bakery,27.29,45.68
1428,Frozen,35.08,47.19
1429,Frozen,39.32,60.15
1430,Frozen,41.29,51.97
1431,Beverages,38.21,60.27
1432,Household,48.38,58.43
1433,Personal Care,21.72,39.28
1434,Dairy,29.0,42.32
1435,Bakery,58.74,74.67
1436,Bakery,33.47,50.9
1437,Dairy,54.21,75.13
1438,Household,24.05,38.37
1439,Household,9.4,12.95
1440,Bakery,52.98,68.37
1441,Dairy,53.3,90.23
1442,Snacks,29.24,45.71
1443,Household,35.46,52.64
1444,Produce,20.24,37.43
1445,Beverages,41.23,75.24
1446,Produce,23.44,46.18
1447,Frozen,50.46,86.47
1448,Bakery,42.88,84.6
1449,Bakery,23.41,44.02
1450,Frozen,11.48,14.37
1451,Personal Care,51.28,97.44
1452,Beverages,13.5,16.36
1453,Produce,44.09,62.52
1454,Snacks,48.31,90.32
1455,Snacks,42.36,50.97
1456,Bakery,12.12,23.28
1457,Bakery,3.12,4.03
1458,Snacks,58.26,76.84
1459,Household,6.25,9.24
1460,Frozen,26.21,41.49
1461,Frozen,21.31,41.38
1462,Frozen,11.42,14.54
1463,Beverages,42.4,59.8
1464,Household,21.82,34.77
1465,Bakery,37.1,73.89
1466,Beverages,45.57,85.27
1467,Produce,24.34,43.17
1468,Bakery,20.06,25.23
1469,Personal Care,7.46,12.45
1470,Bakery,48.05,75.04
1471,Personal Care,47.89,66.33
1472,Snacks,49.84,78.62
1473,Produce,10.02,13.57
1474,Bakery,8.26,14.1
1475,Bakery,45.55,72.93
1476,Household,44.02,53.91
1477,Beverages,14.82,21.23
1478,Personal Care,37.65,72.34
1479,Bakery,59.2,118.18
1480,Frozen,9.61,12.01
1481,Personal Care,46.74,87.01
1482,Frozen,25.0,40.46
1483,Frozen,5.23,8.82
1484,Snacks,19.02,27.77
1485,Bakery,10.77,20.95
1486,Bakery,28.78,39.09
1487,Snacks,47.53,84.35
1488,Household,41.77,66.05
1489,Frozen,46.97,60.36
1490,Snacks,38.18,59.17
1491,Snacks,16.65,28.88
1492,Bakery,28.08,52.84
1493,Produce,46.68,69.9
1494,Personal Care,47.23,84.06
1495,Household,37.89,48.65
1496,Personal Care,7.1,13.76
1497,Dairy,4.17,8.28
1498,Dairy,5.67,9.91
1499,Beverages,19.4,24.34
1500,Household,27.37,34.72
1501,Produce,42.45,75.25
1502,Beverages,3.85,7.42
1503,Dairy,32.74,57.63
1504,Household,11.51,18.71
1505,Produce,11.81,15.81
1506,Produce,43.06,64.16
1507,Bakery,28.57,46.9
1508,Snacks,17.05,30.56
1509,Produce,29.42,57.81
1510,Frozen,46.01,69.68
1511,Bakery,44.57,58.11
1512,Bakery,55.1,87.77
1513,Household,48.53,59.31
1514,Personal Care,49.22,86.44
1515,Household,20.18,35.99
1516,Household,41.59,71.86
1517,Beverages,49.66,93.88
1518,Household,2.6,4.71
1519,Beverages,54.17,106.26
1520,Household,15.22,22.13
1521,Frozen,57.08,82.27
1522,Household,24.88,35.51
1523,Bakery,2.73,4.75
1524,Bakery,49.38,84.7
1525,Beverages,59.46,105.98
1526,Dairy,49.15,68.94
1527,Household,24.08,45.07
1528,Dairy,15.91,28.17
1529,Beverages,22.03,41.31
1530,Household,52.97,69.46
1531,Beverages,48.03,90.01
1532,Personal Care,56.88,89.65
1533,Personal Care,47.37,89.81
1534,Bakery,44.31,65.97
1535,Snacks,7.82,11.43
1536,Beverages,54.38,66.37
1537,Household,6.1,7.65
1538,Beverages,13.51,21.21
1539,Produce,20.05,31.71
1540,Produce,19.97,34.07
1541,Personal Care,20.47,30.21
1542,Frozen,44.87,66.49
1543,Snacks,36.79,73.51
1544,Snacks,30.07,46.1
1545,Bakery,14.06,20.95
1546,Household,55.8,96.37
1547,Snacks,39.98,66.15
1548,Personal Care,36.27,56.07
1549,Dairy,26.9,34.27
1550,Frozen,49.58,90.79
1551,Household,7.89,14.48
1552,Beverages,14.7,28.03
1553,Produce,11.15,19.06
1554,Snacks,55.93,76.14
1555,Frozen,59.51,95.96
1556,Dairy,30.49,54.94
1557,Beverages,40.77,53.6
1558,Produce,60.0,98.93
1559,Dairy,12.63,24.35
1560,Snacks,52.37,78.0
1561,Beverages,14.03,17.1
1562,Bakery,31.63,61.56
1563,Bakery,10.33,17.61
1564,Beverages,26.58,44.7
1565,Frozen,37.04,51.38
1566,Bakery,31.77,50.03
1567,Snacks,46.88,86.36
1568,Dairy,45.4,63.09
1569,Frozen,15.46,28.72
1570,Bakery,36.97,71.1
1571,Bakery,58.61,104.16
1572,Snacks,45.45,80.43
1573,Bakery,17.81,33.32
1574,Beverages,30.33,36.44
1575,Snacks,52.38,100.47
1576,Produce,10.24,16.06
1577,Bakery,59.86,87.92
1578,Bakery,59.8,82.65
1579,Produce,22.68,35.13
1580,Frozen,11.39,15.66
1581,Snacks,10.27,17.17
1582,Snacks,31.26,42.1
1583,Personal Care,50.72,92.05
1584,Personal Care,29.44,41.85
1585,Bakery,29.37,47.2
1586,Dairy,15.51,22.98
1587,Produce,58.09,88.45
1588,Household,44.57,65.45
1589,Produce,39.44,62.01
1590,Beverages,4.42,8.08
1591,Personal Care,22.56,38.44
1592,Produce,57.22,97.03
1593,Dairy,34.14,59.07
1594,Beverages,57.06,75.11
1595,Household,41.32,62.77
1596,Household,36.22,63.09
1597,Household,48.46,64.22
1598,Produce,39.75,56.78
1599,Dairy,54.06,99.49
1600,Beverages,37.75,69.66
1601,Personal Care,30.75,45.84
1602,Beverages,22.29,36.23
1603,Household,39.07,61.79
1604,Household,16.76,28.29
1605,Frozen,2.97,5.46
1606,Snacks,23.05,44.5
1607,Beverages,18.0,26.39
1608,Personal Care,11.29,19.78
1609,Beverages,6.39,8.74
1610,Dairy,10.52,14.54
1611,Beverages,27.32,35.45
1612,Snacks,56.92,93.39
1613,Snacks,46.83,61.76
1614,Bakery,4.31,6.89
1615,Produce,26.49,45.13
1616,Dairy,36.63,72.58
1617,Beverages,6.88,9.14
1618,Beverages,3.26,5.76
1619,Dairy,8.52,11.33
1620,Dairy,13.45,19.99
1621,Bakery,22.92,45.46
1622,Produce,20.87,31.87
1623,Personal Care,15.49,30.67
1624,Dairy,11.6,22.21
1625,Household,38.31,66.05
1626,Personal Care,32.75,57.13
1627,Beverages,47.42,77.67
1628,Beverages,28.19,53.7
1629,Household,40.29,64.83
1630,Dairy,51.85,100.17
1631,Dairy,30.81,53.94
1632,Dairy,42.06,50.63
1633,Beverages,50.98,75.94
1634,Bakery,35.05,62.48
1635,Produce,21.36,33.83
1636,Dairy,20.35,30.55
1637,Frozen,59.62,81.61
1638,Beverages,59.47,104.1
1639,Household,39.26,64.7
1640,Household,11.19,21.11
1641,Personal Care,57.22,107.96
1642,Snacks,30.54,56.89
1643,Beverages,10.65,19.26
1644,Produce,54.62,91.17
1645,Produce,42.89,51.62
1646,Dairy,7.97,11.33
1647,Snacks,37.16,57.53
1648,Frozen,6.72,10.48
1649,Household,7.66,12.22
1650,Frozen,14.44,24.89
1651,Frozen,47.36,64.63
1652,Produce,46.59,81.72
1653,Frozen,28.46,53.81
1654,Produce,41.64,73.2
1655,Snacks,4.69,8.77
1656,Frozen,5.1,10.15
1657,Dairy,22.39,42.12
1658,Bakery,17.06,27.38
1659,Personal Care,29.72,37.73
1660,Beverages,14.49,24.35
1661,Snacks,44.29,65.31
1662,Dairy,57.49,98.66
1663,Snacks,39.41,73.72
1664,Frozen,21.51,28.63
1665,Bakery,29.49,53.93
1666,Frozen,17.05,21.29
1667,Dairy,54.57,92.24
1668,Snacks,38.59,62.76
1669,Personal Care,14.31,21.94
1670,Personal Care,48.72,85.05
1671,Produce,15.46,24.28
1672,Bakery,55.55,73.79
1673,Snacks,34.14,52.03
1674,Dairy,55.07,105.69
1675,Personal Care,30.6,43.28
1676,Household,7.74,12.37
1677,Household,11.4,21.76
1678,Household,24.02,30.98
1679,Dairy,30.92,44.09
1680,Household,24.33,39.85
1681,Household,46.69,67.9
1682,Personal Care,9.19,13.12
1683,Household,34.66,67.88
1684,Household,29.88,58.08
1685,Bakery,33.51,63.34
1686,Dairy,22.9,38.56
1687,Frozen,19.0,33.59
1688,Snacks,26.39,36.09
1689,Snacks,13.93,22.37
1690,Snacks,45.69,63.5
1691,Snacks,41.69,80.93
1692,Bakery,41.34,73.19
1693,Beverages,17.46,34.57
1694,Snacks,58.21,84.43
1695,Beverages,31.88,47.18
1696,Dairy,2.76,3.76
1697,Dairy,54.56,75.26
1698,Bakery,56.06,79.27
1699,Household,41.14,62.01
1700,Beverages,5.9,11.0
1701,Produce,8.41,15.11
1702,Frozen,31.84,49.11
1703,Beverages,57.31,114.34
1704,Produce,38.15,65.72
1705,Dairy,23.56,35.16
1706,Dairy,22.82,43.82
1707,Frozen,33.52,44.58
1708,Dairy,10.66,17.81
1709,Snacks,11.28,18.07
1710,Snacks,34.51,52.81
1711,Beverages,44.19,61.38
1712,Dairy,15.73,28.4
1713,Bakery,53.93,80.14
1714,Snacks,50.42,84.26
1715,Produce,21.46,38.89
1716,Bakery,58.58,116.81
1717,Beverages,28.25,45.27
1718,Beverages,37.03,49.8
1719,Snacks,17.07,31.05
1720,Snacks,21.65,27.35
1721,Frozen,6.3,11.49
1722,Personal Care,16.17,21.41
1723,Frozen,27.05,52.62
1724,Snacks,42.96,66.29
1725,Dairy,36.05,57.62
1726,Dairy,49.49,90.67
1727,Frozen,31.4,46.1
1728,Snacks,32.21,57.93
1729,Bakery,31.62,42.2
1730,Bakery,27.13,46.91
1731,Snacks,15.93,25.07
1732,Bakery,40.39,51.73
1733,Produce,7.09,12.41
1734,Household,21.43,30.28
1735,Household,14.91,22.67
1736,Produce,6.01,7.62
1737,Beverages,33.49,66.73
1738,Snacks,24.18,42.18
1739,Frozen,13.25,23.0
1740,Personal Care,34.64,53.98
1741,Snacks,56.17,104.01
1742,Personal Care,9.36,11.73
1743,Produce,9.37,16.38
1744,Dairy,35.53,70.39
1745,Beverages,47.79,87.57
1746,Snacks,8.55,12.46
1747,Beverages,14.82,29.03
1748,Frozen,22.18,38.96
1749,Household,25.59,47.65
1750,Dairy,58.73,91.05
1751,Beverages,9.66,15.8
1752,Produce,52.15,89.14
1753,Dairy,40.22,56.65
1754,Snacks,8.68,13.06
1755,Bakery,2.21,2.73
1756,Household,6.88,9.94
1757,Household,51.11,91.95
1758,Personal Care,58.22,99.86
1759,Bakery,20.05,27.33
1760,Household,9.33,13.84
1761,Bakery,37.93,65.53
1762,Dairy,31.23,47.94
1763,Dairy,4.53,6.5
1764,Snacks,46.66,82.26
1765,Household,32.01,44.79
1766,Produce,33.55,48.13
1767,Beverages,49.48,78.48
1768,Bakery,44.3,83.71
1769,Frozen,28.39,36.03
1770,Household,44.54,60.84
1771,Bakery,59.03,91.24
1772,Frozen,38.84,68.16
1773,Frozen,33.81,49.82
1774,Produce,3.88,7.64
1775,Frozen,48.66,67.32
1776,Household,29.39,52.19
1777,Dairy,30.28,45.28
1778,Frozen,53.99,66.66
1779,Dairy,53.93,101.34
1780,Personal Care,18.74,24.82
1781,Dairy,58.5,78.78
1782,Dairy,22.43,28.0
1783,Bakery,21.23,39.94
1784,Beverages,26.78,36.26
1785,Household,31.54,40.66
1786,Frozen,27.49,41.73
1787,Frozen,59.23,89.65
1788,Dairy,24.0,29.01
1789,Household,8.62,12.56
1790,Dairy,41.42,70.4
1791,Bakery,14.0,23.29
1792,Bakery,19.04,25.9
1793,Bakery,15.53,25.92
1794,Household,9.03,14.97
1795,Snacks,31.58,40.99
1796,Bakery,27.55,54.95
1797,Household,2.89,4.0
1798,Household,59.21,82.44
1799,Produce,16.13,26.93
1800,Produce,38.75,62.61
1801,Frozen,17.61,32.07
1802,Personal Care,29.13,35.27
1803,Produce,28.79,48.34
1804,Dairy,47.12,88.29
1805,Produce,11.27,22.14
1806,Frozen,46.01,82.74
1807,Snacks,20.02,37.98
1808,Beverages,5.91,11.37
1809,Dairy,23.4,36.18
1810,Personal Care,18.78,33.08
1811,Household,58.95,78.72
1812,Personal Care,8.61,12.33
1813,Bakery,14.79,22.33
1814,Household,36.91,60.81
1815,Frozen,18.47,23.41
1816,Household,50.91,76.0
1817,Household,9.98,17.36
1818,Snacks,21.64,33.19
1819,Household,14.89,17.91
1820,Bakery,40.56,63.15
1821,Produce,16.99,22.73
1822,Personal Care,11.55,22.33
1823,Beverages,3.67,5.05
1824,Household,41.57,72.36
1825,Personal Care,33.66,61.96
1826,Dairy,5.91,7.92
1827,Dairy,17.01,29.18
1828,Dairy,42.72,77.59
1829,Household,18.84,30.66
1830,Personal Care,44.5,57.36
1831,Frozen,19.9,34.68
1832,Bakery,40.97,73.52
1833,Household,34.87,62.85
1834,Household,30.63,50.23
1835,Dairy,49.69,85.58
1836,Snacks,6.69,11.37
