ShipmentID,OrderID,ProductID,SupplierID,WarehouseID,StoreID,ShipmentDate,ExpectedDelivery,ActualDelivery,Quantity,Carrier,ShippingCost,TransitDays,DelayDays,Status
SHP003321,12787,1468,153,WH005,137,2025-06-18,2025-06-23,2025-06-23,73,DHL,1067.91,5,0,Delivered
SHP003322,13747,1178,278,WH036,285,2025-01-02,2025-01-04,2025-01-04,148,USPS,293.61,2,0,Delivered
SHP003323,76548,2356,319,WH046,225,2025-09-15,2025-09-20,2025-09-24,22,USPS,1205.26,9,4,Delayed
SHP003324,38662,2231,220,WH047,65,2025-05-19,2025-05-23,2025-05-23,84,UPS,844.06,4,0,Delivered
SHP003325,1497,1011,342,WH018,53,2025-11-30,2025-12-03,2025-12-03,61,UPS,953.21,3,0,Delivered
SHP003326,15035,1934,237,WH044,198,2025-10-19,2025-10-26,2025-10-26,195,Regional Carrier,821.17,7,0,Delivered
SHP003327,20285,1766,124,WH025,82,2025-02-04,2025-02-11,2025-02-11,47,FedEx,1496.69,7,0,Delivered
SHP003328,29559,321,290,WH045,276,2025-07-08,2025-07-11,2025-07-13,126,DHL,534.04,5,2,Delayed
SHP003329,59001,349,168,WH013,67,2025-10-24,2025-10-27,2025-11-06,222,UPS,226.99,13,10,Delayed
SHP003330,1982,1777,81,WH006,277,2025-04-22,2025-04-24,2025-04-24,165,Regional Carrier,1070.36,2,0,Delivered
SHP003331,47687,1817,299,WH023,35,2025-10-14,2025-10-18,2025-10-23,12,USPS,1113.5,9,5,Delayed
SHP003332,3865,434,479,WH021,191,2025-12-23,2025-12-30,2025-12-30,58,DHL,368.44,7,0,Delivered
SHP003333,35358,1865,118,WH012,248,2025-12-29,2026-01-02,2026-01-04,51,USPS,492.2,6,2,Delayed
SHP003334,90351,1864,228,WH028,263,2025-06-01,2025-06-03,2025-06-03,163,Regional Carrier,186.97,2,0,Delivered
SHP003335,93447,764,317,WH038,6,2025-07-07,2025-07-14,2025-07-24,240,DHL,1443.54,17,10,Delayed
SHP003336,51864,1492,189,WH030,72,2025-05-02,2025-05-08,2025-05-08,197,DHL,1000.03,6,0,Delivered
SHP003337,30751,1757,481,WH048,177,2025-02-20,2025-02-25,2025-03-01,59,FedEx,455.22,9,4,Delayed
SHP003338,64657,1576,400,WH035,45,2025-07-28,2025-07-30,2025-07-30,203,USPS,428.57,2,0,Delivered
SHP003339,72235,2105,140,WH032,295,2025-06-05,2025-06-10,2025-06-13,219,UPS,700.98,8,3,Delayed
SHP003340,90118,407,327,WH035,87,2025-11-19,2025-11-21,2025-11-21,93,UPS,927.88,2,0,Delivered
SHP003341,84287,1859,244,WH003,148,2025-09-14,2025-09-21,2025-09-21,129,UPS,181.47,7,0,Delivered
SHP003342,70135,1849,446,WH001,62,2025-03-27,2025-04-01,2025-04-02,177,UPS,1385.72,6,1,Delayed
SHP003343,25190,613,416,WH007,103,2025-04-11,2025-04-14,2025-04-14,209,FedEx,968.85,3,0,Delivered
SHP003344,36195,1432,130,WH049,270,2025-04-07,2025-04-11,2025-04-11,118,FedEx,726.24,4,0,Delivered
SHP003345,41489,300,3,WH033,81,2025-11-07,2025-11-13,2025-11-13,202,Regional Carrier,1217.61,6,0,Delivered
SHP003346,23029,413,375,WH046,192,2025-12-25,2026-01-01,2026-01-01,239,UPS,655.54,7,0,Delivered
SHP003347,98372,1479,131,WH032,14,2025-03-26,2025-03-30,2025-03-31,210,DHL,1242.07,5,1,Delayed
SHP003348,49840,921,464,WH018,129,2025-07-01,2025-07-03,2025-07-04,227,FedEx,1377.09,3,1,Delayed
SHP003349,33986,1685,250,WH009,190,2025-12-21,2025-12-25,,103,FedEx,674.17,6,1,In Transit
SHP003350,61634,511,444,WH007,115,2025-07-15,2025-07-21,2025-07-21,219,UPS,459.06,6,0,Delivered
SHP003351,36983,1060,286,WH010,93,2025-02-09,2025-02-14,2025-02-24,92,Regional Carrier,1216.5,15,10,Delayed
SHP003352,63585,61,29,WH005,106,2025-10-11,2025-10-13,2025-10-15,169,FedEx,120.97,4,2,Delayed
SHP003353,97616,1184,71,WH003,206,2025-08-12,2025-08-16,2025-08-17,232,UPS,799.06,5,1,Delayed
SHP003354,35516,1295,481,WH007,223,2025-06-05,2025-06-12,2025-06-19,203,DHL,1313.07,14,7,Delayed
SHP003355,80743,478,485,WH013,78,2025-08-28,2025-09-03,2025-09-03,184,USPS,669.26,6,0,Delivered
SHP003356,63088,751,441,WH035,177,2025-04-17,2025-04-21,2025-04-21,205,Regional Carrier,1272.99,4,0,Delivered
SHP003357,90275,930,466,WH015,171,2025-05-22,2025-05-28,2025-05-28,104,FedEx,1206.64,6,0,Delivered
SHP003358,24316,862,91,WH018,125,2025-01-01,2025-01-04,2025-01-04,142,DHL,1381.17,3,0,Delivered
SHP003359,5820,1489,376,WH010,227,2025-07-26,2025-08-02,2025-08-03,17,FedEx,789.71,8,1,Delayed
SHP003360,32797,953,101,WH042,61,2025-07-31,2025-08-03,2025-08-05,132,FedEx,437.78,5,2,Delayed
SHP003361,12148,766,252,WH017,284,2025-05-23,2025-05-30,2025-06-04,245,FedEx,1035.69,12,5,Delayed
SHP003362,46200,1452,346,WH026,207,2025-12-02,2025-12-09,2025-12-09,228,DHL,939.36,7,0,Delivered
SHP003363,48330,1716,53,WH041,25,2025-09-05,2025-09-07,2025-09-08,54,USPS,1138.78,3,1,Delayed
SHP003364,66310,2385,152,WH035,171,2025-09-21,2025-09-24,2025-09-24,83,FedEx,51.2,3,0,Delivered
SHP003365,63259,2297,392,WH034,273,2025-11-07,2025-11-13,,247,DHL,885.2,9,2,In Transit
SHP003366,59140,716,65,WH010,198,2025-11-02,2025-11-09,2025-11-09,60,UPS,1270.31,7,0,Delivered
SHP003367,21466,564,153,WH027,31,2025-04-30,2025-05-03,2025-05-13,67,DHL,1499.04,13,10,Delayed
SHP003368,17968,1455,189,WH007,205,2025-03-16,2025-03-20,2025-03-20,104,DHL,1233.74,4,0,Delivered
SHP003369,2518,1853,397,WH012,103,2025-08-28,2025-09-01,2025-09-08,150,Regional Carrier,922.54,11,7,Delayed
SHP003370,98848,108,123,WH030,153,2025-03-21,2025-03-28,2025-03-29,239,DHL,776.52,8,1,Delayed
SHP003371,40289,1097,305,WH020,296,2025-05-08,2025-05-12,2025-05-12,131,Regional Carrier,975.93,4,0,Delivered
SHP003372,49202,2414,228,WH050,28,2025-12-25,2025-12-28,2025-12-28,86,USPS,563.46,3,0,Delivered
SHP003373,37931,264,89,WH015,85,2025-08-30,2025-09-02,2025-09-02,108,Regional Carrier,896.62,3,0,Delivered
SHP003374,88275,255,90,WH007,110,2025-02-21,2025-02-26,2025-02-28,185,UPS,1031.49,7,2,Delayed
SHP003375,68856,1656,138,WH036,175,2025-12-11,2025-12-18,2025-12-19,184,Regional Carrier,114.8,8,1,Delayed
SHP003376,1274,1444,341,WH047,242,2025-03-21,2025-03-27,2025-03-27,8,USPS,1426.51,6,0,Delivered
SHP003377,63831,1437,226,WH031,184,2025-05-03,2025-05-10,2025-05-10,38,UPS,1091.68,7,0,Delivered
SHP003378,76627,1010,109,WH040,33,2025-03-14,2025-03-18,2025-03-18,55,UPS,263.6,4,0,Delivered
SHP003379,14667,937,116,WH049,46,2025-08-15,2025-08-18,2025-08-18,187,UPS,1201.51,3,0,Delivered
SHP003380,23501,8,17,WH019,11,2025-06-13,2025-06-19,2025-06-20,25,Regional Carrier,569.9,7,1,Delayed
SHP003381,87739,1044,465,WH028,162,2025-05-28,2025-06-01,,120,UPS,278.57,3,0,In Transit
SHP003382,24911,1388,384,WH009,72,2025-07-25,2025-07-28,2025-07-28,234,Regional Carrier,350.37,3,0,Delivered
SHP003383,45047,251,15,WH009,217,2025-10-25,2025-11-01,2025-11-03,36,USPS,622.46,9,2,Delayed
SHP003384,51643,1605,395,WH041,95,2025-05-31,2025-06-02,2025-06-05,233,Regional Carrier,547.57,5,3,Delayed
SHP003385,13945,2037,476,WH002,109,2025-11-19,2025-11-22,2025-11-24,174,FedEx,1153.08,5,2,Delayed
SHP003386,40562,1495,80,WH002,283,2025-08-06,2025-08-10,2025-08-13,221,FedEx,1182.85,7,3,Delayed
SHP003387,80648,1221,259,WH012,96,2025-05-28,2025-05-31,,82,FedEx,1325.34,10,5,In Transit
SHP003388,32042,2385,269,WH048,48,2025-03-14,2025-03-17,2025-03-17,86,UPS,733.45,3,0,Delivered
SHP003389,20990,1287,1,WH001,282,2025-08-12,2025-08-15,2025-08-16,192,Regional Carrier,319.34,4,1,Delayed
SHP003390,80768,442,24,WH047,13,2025-09-08,2025-09-10,2025-09-10,245,USPS,745.21,2,0,Delivered
SHP003391,9914,2388,422,WH019,106,2025-09-24,2025-09-30,2025-10-07,143,DHL,137.9,13,7,Delayed
SHP003392,52794,893,283,WH001,103,2025-06-19,2025-06-26,2025-06-26,242,FedEx,462.44,7,0,Delivered
SHP003393,11556,1434,56,WH018,161,2025-05-26,2025-05-28,2025-05-28,97,DHL,454.1,2,0,Delivered
SHP003394,14573,632,358,WH042,51,2025-11-09,2025-11-12,2025-11-12,119,DHL,1488.6,3,0,Delivered
SHP003395,32748,560,414,WH006,14,2025-12-25,2025-12-29,2025-12-30,6,DHL,1018.77,5,1,Delayed
SHP003396,24405,1642,9,WH031,66,2025-07-16,2025-07-20,2025-07-27,90,Regional Carrier,1214.52,11,7,Delayed
SHP003397,17745,789,371,WH024,262,2025-10-28,2025-11-03,2025-11-06,215,UPS,703.99,9,3,Delayed
SHP003398,53091,945,458,WH031,66,2025-04-05,2025-04-12,2025-04-12,77,DHL,204.79,7,0,Delivered
SHP003399,57207,141,51,WH036,7,2025-05-25,2025-05-30,2025-06-06,164,DHL,209.3,12,7,Delayed
SHP003400,28277,826,320,WH039,181,2025-10-16,2025-10-18,2025-10-19,194,FedEx,1170.36,3,1,Delayed
SHP003401,24771,1431,330,WH044,182,2025-12-07,2025-12-14,2025-12-14,67,UPS,1274.46,7,0,Delivered
SHP003402,11694,2376,493,WH009,106,2025-08-26,2025-09-01,2025-09-01,246,FedEx,1422.9,6,0,Delivered
SHP003403,84581,1873,110,WH042,291,2025-05-25,2025-05-28,2025-05-30,236,UPS,295.14,5,2,Delayed
SHP003404,29254,617,55,WH043,169,2025-09-21,2025-09-24,2025-09-26,233,Regional Carrier,534.67,5,2,Delayed
SHP003405,13553,955,388,WH028,300,2025-11-23,2025-11-26,2025-11-26,39,UPS,872.13,3,0,Delivered
SHP003406,1462,1150,281,WH004,261,2025-10-02,2025-10-06,2025-10-07,1,UPS,1189.31,5,1,Delayed
SHP003407,51383,1639,126,WH031,141,2025-04-09,2025-04-14,2025-04-16,96,Regional Carrier,325.4,7,2,Delayed
SHP003408,96280,700,375,WH016,230,2025-01-16,2025-01-20,2025-01-21,249,FedEx,721.4,5,1,Delayed
SHP003409,2186,1651,421,WH027,145,2025-08-01,2025-08-07,2025-08-07,170,FedEx,96.35,6,0,Delivered
SHP003410,41020,865,161,WH031,1,2025-06-08,2025-06-14,2025-06-14,235,FedEx,1146.22,6,0,Delivered
SHP003411,10080,442,419,WH034,38,2025-12-10,2025-12-12,2025-12-12,94,UPS,1234.86,2,0,Delivered
SHP003412,28096,2135,113,WH041,53,2025-11-16,2025-11-19,2025-11-19,167,Regional Carrier,366.63,3,0,Delivered
SHP003413,4570,1510,173,WH015,55,2025-07-05,2025-07-11,2025-07-21,142,Regional Carrier,391.07,16,10,Delayed
SHP003414,52331,436,366,WH007,9,2025-09-30,2025-10-06,2025-10-06,46,USPS,842.75,6,0,Delivered
SHP003415,41489,1959,84,WH046,289,2025-03-04,2025-03-10,2025-03-10,5,FedEx,645.55,6,0,Delivered
SHP003416,72686,569,147,WH050,70,2025-06-10,2025-06-14,2025-06-16,233,USPS,239.15,6,2,Delayed
SHP003417,1557,2062,165,WH028,297,2025-07-09,2025-07-11,2025-07-11,191,DHL,204.92,2,0,Delivered
SHP003418,89864,1214,487,WH050,165,2025-11-25,2025-12-02,2025-12-02,126,FedEx,54.81,7,0,Delivered
SHP003419,52290,495,237,WH031,183,2025-10-02,2025-10-06,,183,UPS,1297.27,1,5,In Transit
SHP003420,19088,2419,40,WH050,70,2025-10-19,2025-10-23,2025-10-24,43,DHL,1149.71,5,1,Delayed
SHP003421,50363,864,427,WH026,223,2025-10-28,2025-11-04,2025-11-04,98,FedEx,614.62,7,0,Delivered
SHP003422,34838,1356,467,WH048,104,2025-10-19,2025-10-22,2025-10-22,236,FedEx,1387.62,3,0,Delivered
SHP003423,82906,2106,375,WH020,97,2025-12-02,2025-12-05,,117,FedEx,630.64,8,0,In Transit
SHP003424,53058,1272,8,WH004,258,2025-03-29,2025-04-03,,9,FedEx,1046.51,5,0,In Transit
SHP003425,76636,674,471,WH040,104,2025-08-06,2025-08-11,2025-08-21,21,UPS,368.65,15,10,Delayed
SHP003426,96707,1588,40,WH005,152,2025-10-30,2025-11-02,2025-11-02,207,DHL,274.39,3,0,Delivered
SHP003427,39839,2172,321,WH044,23,2025-04-08,2025-04-15,2025-04-15,23,USPS,800.66,7,0,Delivered
SHP003428,52085,1994,386,WH035,150,2025-04-19,2025-04-24,2025-04-27,121,UPS,116.47,8,3,Delayed
SHP003429,42061,637,435,WH042,286,2025-10-30,2025-11-04,,203,Regional Carrier,1331.15,7,0,In Transit
SHP003430,41503,242,88,WH050,40,2025-03-07,2025-03-14,2025-03-14,179,FedEx,1007.01,7,0,Delivered
SHP003431,49459,1080,155,WH010,41,2025-10-18,2025-10-20,2025-10-20,141,DHL,476.09,2,0,Delivered
SHP003432,11087,1962,431,WH047,20,2025-03-29,2025-03-31,2025-03-31,59,DHL,134.06,2,0,Delivered
SHP003433,34021,1009,379,WH010,157,2025-06-27,2025-07-01,2025-07-01,11,UPS,1317.56,4,0,Delivered
SHP003434,13122,1867,38,WH042,240,2025-09-04,2025-09-09,2025-09-13,161,FedEx,87.53,9,4,Delayed
SHP003435,43985,2269,96,WH031,248,2025-07-12,2025-07-19,2025-07-29,193,USPS,684.61,17,10,Delayed
SHP003436,97510,707,168,WH007,262,2025-04-22,2025-04-26,2025-04-26,135,UPS,976.66,4,0,Delivered
SHP003437,98851,716,345,WH034,203,2025-12-14,2025-12-16,2025-12-18,151,FedEx,396.33,4,2,Delayed
SHP003438,18284,1090,11,WH005,225,2025-04-13,2025-04-20,2025-04-21,175,USPS,1194.29,8,1,Delayed
SHP003439,55834,393,319,WH039,259,2025-08-14,2025-08-21,2025-08-22,99,USPS,1239.09,8,1,Delayed
SHP003440,65490,2345,355,WH034,241,2025-09-20,2025-09-23,2025-09-23,207,USPS,934.46,3,0,Delivered
SHP003441,26658,1118,100,WH022,276,2025-12-05,2025-12-07,2025-12-07,103,DHL,729.36,2,0,Delivered
SHP003442,34131,1117,418,WH039,152,2025-02-17,2025-02-22,2025-02-23,84,FedEx,481.54,6,1,Delayed
SHP003443,19287,1071,222,WH017,181,2025-09-14,2025-09-20,2025-09-20,45,FedEx,1002.63,6,0,Delivered
SHP003444,97491,2166,469,WH018,22,2025-03-14,2025-03-20,2025-03-21,241,UPS,213.96,7,1,Delayed
SHP003445,72815,1631,222,WH049,246,2025-10-13,2025-10-17,2025-10-24,159,USPS,1363.81,11,7,Delayed
SHP003446,8153,924,108,WH019,231,2025-01-11,2025-01-16,2025-01-16,129,UPS,1283.23,5,0,Delivered
SHP003447,87723,544,490,WH035,51,2025-04-30,2025-05-07,2025-05-07,143,Regional Carrier,280.67,7,0,Delivered
SHP003448,45118,2473,365,WH028,72,2025-03-04,2025-03-10,2025-03-12,225,DHL,1386.17,8,2,Delayed
SHP003449,54497,2368,156,WH018,103,2025-04-18,2025-04-22,2025-05-02,83,FedEx,744.1,14,10,Delayed
SHP003450,651,2085,424,WH008,146,2025-04-12,2025-04-18,2025-04-22,155,UPS,328.75,10,4,Delayed
SHP003451,60583,524,22,WH016,299,2025-04-16,2025-04-19,2025-04-22,132,UPS,1284.12,6,3,Delayed
SHP003452,27248,104,56,WH035,104,2025-12-19,2025-12-23,2025-12-24,118,DHL,1300.33,5,1,Delayed
SHP003453,90283,1067,470,WH010,212,2025-08-13,2025-08-15,2025-08-15,47,UPS,1248.58,2,0,Delivered
SHP003454,42387,1230,407,WH048,212,2025-10-12,2025-10-14,2025-10-15,3,USPS,68.24,3,1,Delayed
SHP003455,80882,295,126,WH011,184,2025-07-27,2025-07-31,2025-07-31,28,USPS,876.76,4,0,Delivered
SHP003456,31466,516,305,WH003,1,2025-12-31,2026-01-06,2026-01-06,14,USPS,245.98,6,0,Delivered
SHP003457,1834,1102,202,WH011,211,2025-11-21,2025-11-27,2025-11-30,160,DHL,1109.88,9,3,Delayed
SHP003458,71455,1271,7,WH044,267,2025-05-23,2025-05-28,2025-05-28,177,USPS,610.51,5,0,Delivered
SHP003459,40562,1378,111,WH009,33,2025-11-18,2025-11-23,2025-11-23,133,USPS,216.52,5,0,Delivered
SHP003460,11676,2270,315,WH048,108,2025-03-20,2025-03-27,2025-03-28,40,Regional Carrier,328.3,8,1,Delayed
SHP003461,81642,507,135,WH010,8,2025-04-24,2025-04-30,2025-05-01,92,FedEx,1241.29,7,1,Delayed
SHP003462,17122,560,67,WH018,180,2025-05-17,2025-05-23,2025-05-23,63,FedEx,1012.24,6,0,Delivered
SHP003463,7817,1326,312,WH046,147,2025-02-11,2025-02-13,2025-02-13,215,Regional Carrier,1037.07,2,0,Delivered
SHP003464,11809,349,468,WH002,148,2025-08-23,2025-08-27,2025-08-27,84,UPS,847.35,4,0,Delivered
SHP003465,64248,1007,153,WH001,78,2025-07-19,2025-07-25,2025-07-27,4,UPS,577.24,8,2,Delayed
SHP003466,15763,2245,23,WH042,228,2025-01-30,2025-02-01,2025-02-02,96,USPS,253.71,3,1,Delayed
SHP003467,22051,1823,395,WH050,76,2025-06-25,2025-06-29,2025-06-29,12,Regional Carrier,390.21,4,0,Delivered
SHP003468,10012,1768,16,WH024,63,2025-12-18,2025-12-25,2025-12-25,206,DHL,1005.3,7,0,Delivered
SHP003469,90745,15,186,WH019,276,2025-08-27,2025-08-30,2025-09-04,195,USPS,774.8,8,5,Delayed
SHP003470,10662,1813,394,WH018,160,2025-06-02,2025-06-05,2025-06-05,28,DHL,266.41,3,0,Delivered
SHP003471,50951,1646,317,WH001,235,2025-05-19,2025-05-24,2025-05-24,175,UPS,1472.83,5,0,Delivered
SHP003472,87730,579,132,WH049,235,2025-11-18,2025-11-22,2025-11-23,207,USPS,1478.24,5,1,Delayed
SHP003473,87041,163,136,WH028,177,2025-01-28,2025-02-04,,73,FedEx,103.23,8,3,In Transit
SHP003474,30566,792,447,WH036,126,2025-09-05,2025-09-11,2025-09-11,99,USPS,207.12,6,0,Delivered
SHP003475,46401,140,278,WH030,221,2025-04-29,2025-05-04,2025-05-04,169,FedEx,687.81,5,0,Delivered
SHP003476,1099,2062,325,WH006,143,2025-09-15,2025-09-18,,131,FedEx,50.9,10,0,In Transit
SHP003477,73482,807,344,WH001,153,2025-01-31,2025-02-05,2025-02-05,64,UPS,1011.38,5,0,Delivered
SHP003478,42132,2042,208,WH029,19,2025-03-30,2025-04-04,2025-04-05,114,DHL,605.71,6,1,Delayed
SHP003479,91813,1947,230,WH006,236,2025-03-21,2025-03-23,2025-03-24,142,DHL,885.23,3,1,Delayed
SHP003480,436,862,84,WH037,252,2025-03-06,2025-03-11,2025-03-11,126,FedEx,169.33,5,0,Delivered
SHP003481,69378,1803,284,WH046,245,2025-06-15,2025-06-17,2025-06-17,131,Regional Carrier,460.34,2,0,Delivered
SHP003482,42395,803,268,WH047,50,2025-07-26,2025-07-28,2025-07-28,165,USPS,877.9,2,0,Delivered
SHP003483,89654,616,388,WH049,142,2025-05-09,2025-05-15,2025-05-15,229,USPS,1240.08,6,0,Delivered
SHP003484,4037,806,388,WH003,122,2025-05-31,2025-06-06,2025-06-06,61,DHL,192.01,6,0,Delivered
SHP003485,20711,1475,386,WH050,144,2025-08-26,2025-08-30,2025-08-30,217,Regional Carrier,522.54,4,0,Delivered
SHP003486,68166,2216,81,WH008,218,2025-02-23,2025-02-28,2025-03-03,236,DHL,537.56,8,3,Delayed
SHP003487,29233,1475,500,WH046,250,2025-01-18,2025-01-22,2025-01-26,55,FedEx,477.02,8,4,Delayed
SHP003488,62857,1734,469,WH020,193,2025-10-23,2025-10-26,2025-10-26,220,UPS,94.28,3,0,Delivered
SHP003489,4607,2500,84,WH004,65,2025-07-13,2025-07-17,2025-07-17,135,USPS,286.99,4,0,Delivered
SHP003490,91358,2040,3,WH006,144,2025-11-18,2025-11-21,2025-11-23,44,USPS,1058.78,5,2,Delayed
SHP003491,31629,30,151,WH034,241,2025-10-04,2025-10-08,2025-10-10,100,USPS,127.61,6,2,Delayed
SHP003492,58110,263,84,WH030,198,2025-07-10,2025-07-17,2025-07-17,172,USPS,1262.1,7,0,Delivered
SHP003493,61962,25,419,WH003,115,2025-08-01,2025-08-04,2025-08-04,141,DHL,813.05,3,0,Delivered
SHP003494,25700,530,307,WH006,75,2025-06-15,2025-06-20,2025-06-24,225,USPS,1305.95,9,4,Delayed
SHP003495,76844,834,12,WH028,216,2025-12-08,2025-12-15,2025-12-18,130,USPS,500.93,10,3,Delayed
SHP003496,92463,2299,282,WH044,1,2025-07-01,2025-07-08,2025-07-09,165,USPS,850.54,8,1,Delayed
SHP003497,83263,153,123,WH050,96,2025-02-13,2025-02-20,2025-02-20,209,USPS,1326.32,7,0,Delivered
SHP003498,17028,589,488,WH045,79,2025-01-04,2025-01-09,2025-01-10,224,DHL,789.72,6,1,Delayed
SHP003499,66418,1220,482,WH012,277,2025-05-17,2025-05-21,2025-05-24,123,Regional Carrier,319.19,7,3,Delayed
SHP003500,47314,1217,325,WH027,56,2025-08-06,2025-08-09,2025-08-09,3,USPS,61.94,3,0,Delivered
SHP003501,7173,1971,303,WH032,141,2025-12-19,2025-12-22,2025-12-23,194,FedEx,1447.07,4,1,Delayed
SHP003502,50149,243,384,WH028,175,2025-12-31,2026-01-07,2026-01-10,228,UPS,503.78,10,3,Delayed
SHP003503,77944,1993,469,WH027,128,2025-06-29,2025-07-05,2025-07-05,109,FedEx,1065.1,6,0,Delivered
SHP003504,9767,2459,283,WH016,10,2025-05-31,2025-06-03,2025-06-03,109,USPS,283.53,3,0,Delivered
SHP003505,8225,1062,267,WH031,48,2025-01-29,2025-02-01,2025-02-02,184,USPS,412.05,4,1,Delayed
SHP003506,85134,1296,196,WH009,229,2025-11-20,2025-11-24,2025-11-24,214,DHL,268.51,4,0,Delivered
SHP003507,5870,882,424,WH010,54,2025-09-22,2025-09-24,,160,FedEx,1244.94,5,0,In Transit
SHP003508,90012,2251,2,WH007,128,2025-04-04,2025-04-10,2025-04-14,157,USPS,844.77,10,4,Delayed
SHP003509,43194,651,481,WH043,275,2025-10-04,2025-10-06,2025-10-07,58,USPS,1306.87,3,1,Delayed
SHP003510,28217,364,359,WH032,149,2025-11-28,2025-11-30,2025-11-30,107,DHL,996.24,2,0,Delivered
SHP003511,57911,867,231,WH015,161,2025-11-14,2025-11-18,2025-11-19,23,USPS,688.32,5,1,Delayed
SHP003512,32255,1549,47,WH014,49,2025-05-28,2025-06-04,2025-06-09,173,UPS,647.59,12,5,Delayed
SHP003513,6491,1764,104,WH032,176,2025-04-28,2025-05-05,,133,Regional Carrier,380.96,7,0,In Transit
SHP003514,31596,246,63,WH021,258,2025-07-18,2025-07-23,2025-07-25,88,Regional Carrier,820.37,7,2,Delayed
SHP003515,93610,498,233,WH034,53,2025-10-04,2025-10-08,2025-10-08,212,Regional Carrier,242.8,4,0,Delivered
SHP003516,63254,1456,340,WH050,26,2025-02-09,2025-02-15,2025-02-15,115,UPS,638.81,6,0,Delivered
SHP003517,82373,488,178,WH022,101,2025-11-18,2025-11-25,2025-11-25,141,DHL,1332.82,7,0,Delivered
SHP003518,1358,1512,498,WH019,271,2025-01-01,2025-01-05,2025-01-10,189,Regional Carrier,807.59,9,5,Delayed
SHP003519,29766,191,380,WH010,67,2025-06-06,2025-06-10,2025-06-10,200,DHL,414.8,4,0,Delivered
SHP003520,39544,1636,340,WH018,269,2025-03-21,2025-03-28,2025-03-29,159,USPS,552.88,8,1,Delayed
SHP003521,69916,164,21,WH042,141,2025-07-29,2025-08-01,2025-08-04,156,Regional Carrier,1123.75,6,3,Delayed
SHP003522,71790,85,350,WH035,79,2025-02-11,2025-02-17,2025-02-18,102,UPS,1378.7,7,1,Delayed
SHP003523,58501,843,246,WH027,32,2025-01-21,2025-01-27,2025-01-27,22,DHL,850.88,6,0,Delivered
SHP003524,99898,356,481,WH038,135,2025-07-21,2025-07-23,2025-07-23,128,DHL,825.93,2,0,Delivered
SHP003525,45185,2413,237,WH007,229,2025-07-12,2025-07-17,2025-07-22,139,Regional Carrier,910.34,10,5,Delayed
SHP003526,94720,2381,236,WH015,163,2025-04-19,2025-04-21,2025-04-21,71,Regional Carrier,366.07,2,0,Delivered
SHP003527,17942,1121,136,WH020,88,2025-12-22,2025-12-25,2025-12-29,201,Regional Carrier,761.23,7,4,Delayed
SHP003528,93242,790,409,WH017,145,2025-01-30,2025-02-03,2025-02-03,67,DHL,1255.42,4,0,Delivered
SHP003529,59607,1564,450,WH050,184,2025-11-19,2025-11-25,2025-11-25,229,DHL,178.57,6,0,Delivered
SHP003530,46787,634,191,WH001,217,2025-11-06,2025-11-09,2025-11-09,151,DHL,143.17,3,0,Delivered
SHP003531,20419,2404,332,WH029,102,2025-11-12,2025-11-18,2025-11-18,242,Regional Carrier,1347.44,6,0,Delivered
SHP003532,56736,2474,267,WH038,158,2025-04-26,2025-05-01,2025-05-01,32,UPS,856.04,5,0,Delivered
SHP003533,43996,1170,472,WH002,82,2025-05-14,2025-05-18,2025-05-20,87,USPS,435.47,6,2,Delayed
SHP003534,1824,1980,365,WH007,111,2025-06-09,2025-06-11,,47,USPS,380.99,6,0,In Transit
SHP003535,11099,1343,452,WH039,264,2025-09-15,2025-09-21,2025-09-23,3,USPS,707.64,8,2,Delayed
SHP003536,87657,1610,128,WH037,128,2025-10-20,2025-10-22,2025-10-29,80,Regional Carrier,1153.02,9,7,Delayed
SHP003537,82697,2132,6,WH010,81,2025-11-17,2025-11-19,2025-11-19,203,FedEx,1398.68,2,0,Delivered
SHP003538,31378,1206,392,WH024,14,2025-09-04,2025-09-09,2025-09-09,9,USPS,931.67,5,0,Delivered
SHP003539,642,2153,413,WH040,233,2025-04-30,2025-05-07,2025-05-07,208,UPS,1268.92,7,0,Delivered
SHP003540,85136,1907,190,WH035,181,2025-01-29,2025-02-02,2025-02-04,45,DHL,694.79,6,2,Delayed
SHP003541,21454,1421,434,WH034,23,2025-04-22,2025-04-24,,91,UPS,835.44,10,0,In Transit
SHP003542,99590,143,99,WH007,146,2025-02-23,2025-02-27,2025-02-27,24,UPS,186.96,4,0,Delivered
SHP003543,20992,1938,400,WH040,203,2025-05-12,2025-05-19,2025-05-19,243,FedEx,586.11,7,0,Delivered
SHP003544,6190,1117,219,WH009,190,2025-02-03,2025-02-08,2025-02-10,145,USPS,1406.8,7,2,Delayed
SHP003545,43217,1379,469,WH009,291,2025-04-08,2025-04-13,2025-04-15,202,Regional Carrier,1423.81,7,2,Delayed
SHP003546,2546,446,230,WH004,234,2025-04-26,2025-05-02,,68,UPS,186.59,10,0,In Transit
SHP003547,90605,2136,162,WH031,159,2025-02-22,2025-02-26,2025-03-03,2,UPS,1088.22,9,5,Delayed
SHP003548,32681,1162,175,WH009,5,2025-08-21,2025-08-28,2025-08-28,33,Regional Carrier,1350.9,7,0,Delivered
SHP003549,71843,1991,248,WH042,50,2025-12-17,2025-12-19,2025-12-22,89,DHL,687.56,5,3,Delayed
SHP003550,80459,1149,37,WH047,67,2025-10-16,2025-10-21,2025-10-21,125,Regional Carrier,276.6,5,0,Delivered
